"fossil_name","species","site","morphotype","genus","family","order","genus_reported","family_reported","order_reported","genus_informal","family_informal","order_informal","age_ma","ln.leaf.area.mm2","feret.diam.ratio","perim.ratio","teeth.perimeter.percm","teeth.interior.percm","teeth.blade.area.ratio","tooth.area.perimeter","tooth.area.interior","tooth.area.blade.area.ratio","avt.tooth.area","pw2.a.ratio","margin.score"
"Cercidiphyllum_ellipticum_Fox_Hills","Cercidiphyllum ellipticum","Fox Hills","FH30","Cercidiphyllum","Cercidiphyllaceae","Saxifragales","Cercidiphyllum","Cercidiphyllaceae","Saxifragales",FALSE,FALSE,FALSE,66.5,6.50204003831811,0.819093264660149,1.03947039986363,1.49043806371567,1.56615283459965,2.88286701354391,0.00787146410923667,0.00828280245470484,0.0150616135554317,0.00508333333333333,NA,0
"Dalbergites_simplex_Fox_Hills","Dalbergites simplex","Fox Hills","FH12","Dalbergites","unknown","Proteales","Dalbergites","unknown","Proteales",FALSE,FALSE,FALSE,66.5,6.8326982712331,0.917395236880117,1,0,0,0,0,0,0,0,0.000752457002457003,1
"FH20_Fox_Hills","FH20","Fox Hills","FH20","unknown","unknown","Proteales","unknown","unknown","Proteales",FALSE,FALSE,FALSE,66.5,8.76434476931995,0.901419242096386,1.20093635887264,1.03711028659702,1.24582644027249,0.418245596392865,0.0464768077638852,0.0558251508242866,0.0186746492684735,0.0449642857142857,NA,0
"FH27_Fox_Hills","FH27","Fox Hills","FH27","unknown","Dilleniaceae","Dilleniales","unknown","Dilleniaceae","Dilleniales",FALSE,FALSE,FALSE,66.5,8.47257232363883,0.760803936414687,1.13641699929561,1.65289256198347,1.87837520544729,0.974124809741248,0.0493801652892564,0.0561164592627379,0.0291019786910199,0.0298750000000001,0.00141369358818855,0
"FH35_Fox_Hills","FH35","Fox Hills","FH35","unknown","Platanaceae","Proteales","unknown","Platanaceae","Proteales",FALSE,FALSE,FALSE,66.5,7.09240745111437,0.812747191747504,1.08058925476603,1.87115744453355,2.02195262853842,2.52890173410405,0.0173750334135258,0.0187752744078567,0.0234826589595376,0.00928571428571428,NA,0
"FH36_Fox_Hills","FH36","Fox Hills","FH36","unknown","unknown","unknown","unknown","unknown","unknown",FALSE,FALSE,FALSE,66.5,8.21574921244845,0.881683848729944,1.30124950745911,0.609565295496093,0.792784983859119,0.304410264263406,0.242867272397302,0.321194953408946,0.11877435136889,0.3999,NA,0
"FH40_Fox_Hills","FH40","Fox Hills","FH40","unknown","unknown","unknown","unknown","unknown","unknown",FALSE,FALSE,FALSE,66.5,5.76393639747595,0.997072126572222,1.97109067017083,3.33333333333333,6.57030223390276,14.5348837209302,0.014,0.0275952693823915,0.0610465116279069,0.00419999999999999,0.000784682988072819,0
"FH41_Fox_Hills","FH41","Fox Hills","FH41","unknown","unknown","unknown","unknown","unknown","unknown",FALSE,FALSE,FALSE,66.5,NA,NA,1.15022172949002,1.44578313253012,1.6629711751663,3.82165605095541,0.0106024096385542,0.0121951219512195,0.0280254777070064,0.00733333333333334,NA,0
"FH49_Fox_Hills","FH49","Fox Hills","FH49","unknown","unknown","unknown","unknown","unknown","unknown",FALSE,FALSE,FALSE,66.5,7.50790042256967,0.62229283169146,1.09773680340393,3.19254937554868,3.50222390573986,3.42127034543726,0.0139963447753222,0.015378253577601,0.0149283484648754,0.00457692307692309,0.000742762254643695,0
"FH50_Fox_Hills","FH50","Fox Hills","FH50","unknown","unknown","unknown","unknown","unknown","unknown",FALSE,FALSE,FALSE,66.5,NA,NA,1.1910879164994,1.68520390967307,2.00722601364914,7.6219512195122,0.0350522413211999,0.041750301083902,0.158536585365854,0.0208,NA,0
