"Site","evergreen","n.percent","c.percent","c.n.ratio","leaf.thickness.mm","leaf.mass.g","petiole.width.cm","pw2.a.ratio","petiole.area.cm2","blade.area.cm2","perimeter.cm","shape.factor","major.length.cm","internal.perimeter.cm","tooth.area.cm2","primary.teeth.number","secondary.teeth.number","teeth.number","leaf.area.cm2","ln.leaf.area.mm2","leaf.mass.per.area.g.per.m2","compact","feret.diam.ratio","perim.area.cm2","perim.ratio","teeth.perimeter.percm","teeth.interior.percm","avt.tooth.area","tooth.area.blade.area.ratio","tooth.area.perimeter","tooth.area.interior","teeth.blade.area.ratio","margin.score","site.info","latitude","longitude","mat","map","gsmt","gsp","gdd","gsdd","gsl","cmmt","wmmt","mart"
"Tanjung Tuan",0.888888888888889,NA,NA,NA,NA,0.406619047619048,0.176157894736842,0.000789473684210526,0.139421052631579,53.3692857142857,35.9438095238095,0.490285714285714,14.07,NA,0,0,0,0,53.4982857142857,8.37714285714286,77.783,27.3835714285714,0.561761904761905,0.828428571428571,1,0,0,0,0,0,0,0,1,NA,2.4,101.9,26.9,237.4,27,237.4,6460,6460,365,27.2,28.2,1.1
"Three Lynx, OR",0.111111111111111,NA,NA,NA,NA,0.128222222222222,0.08496,0.00048,0.24088,27.376,25.3208888888889,0.434666666666667,6.91744444444444,20.7658333333333,0.680851851851852,46.4259259259259,2.08333333333333,46.9444444444444,27.6017037037037,7.10585185185185,54.6604814814815,36.3014074074074,0.681518518518519,1.89396296296296,1.18711111111111,2.15277777777778,2.63544444444444,0.0163333333333333,0.0323333333333333,0.0182592592592593,0.0232962962962963,4.50896296296296,0.166666666666667,NA,45.1,-122.1,9.7,192.6,9.4,126.5,809,350,241,2.5,17.5,15
"Toro Negro",0.964285714285714,NA,NA,NA,NA,0.305214285714286,0.167425,0.0023,0.158289473684211,24.704880952381,20.4775238095238,0.585714285714286,7.86630952380952,22.4171,0.1145,15.9107142857143,0.636363636363636,16.1607142857143,24.841,7.27319047619048,174.138214285714,22.2313333333333,0.623785714285714,1.40030952380952,1.02142857142857,0.681571428571429,0.742333333333333,0.00169047619047619,0.0039047619047619,0.00352380952380952,0.00397619047619048,0.922547619047619,0.761904761904762,NA,18.2,-66.7,18.1,289.8,18.1,289.8,2942,2942,365,16.1,19.7,3.6
"West Head",1,NA,NA,NA,NA,NA,0.123470588235294,0.00205882352941176,0.422875,38.1896111111111,32.2854444444444,0.3675,12.98,32.48,0.00816666666666667,0.314833333333333,0,0.314833333333333,38.5682777777778,7.27611111111111,NA,95.0245,0.450944444444444,4.403,1.00133333333333,0.0160555555555556,0.0162222222222222,0.00227777777777778,0.000611111111111111,0.000444444444444445,0.000444444444444445,0.0243888888888889,0.888888888888889,NA,-33.7,151.1,16.9,130.9,16.9,130.9,2525,2525,365,11.1,21.9,10.8
"Wiliwili Nui Ridge trail",0.958333333333333,NA,NA,NA,NA,NA,0.0545217391304348,4.34782608695652e-05,0.14825,23.5058333333333,19.7542083333333,0.664708333333333,7.47495833333333,24.697,0.134875,8.95833333333333,0.85,9.66666666666667,23.6036666666667,7.45354166666667,NA,19.5020416666667,0.690541666666667,1.13345833333333,1.01491666666667,0.405333333333333,0.4445,0.006625,0.00383333333333333,0.004625,0.00491666666666667,0.414208333333333,0.75,NA,21.3,-157.8,20,500.2,20,369.3,3649,3649,365,18.1,21.9,3.8
"Wolf Creek, CO",0.0476190476190476,NA,NA,NA,NA,0.0925714285714286,0.110761904761905,0.00223809523809524,0.0797058823529412,7.89957142857143,15.1340476190476,0.466952380952381,4.92861904761905,14.1887333333333,0.250285714285714,42.6349047619048,3.16666666666667,43.5396666666667,7.96952380952381,6.31971428571429,108.453142857143,36.942619047619,0.632714285714286,3.16014285714286,1.14119047619048,2.78780952380952,3.11638095238095,0.00542857142857143,0.0294761904761905,0.0127619047619048,0.0167142857142857,6.46938095238095,0.261904761904762,NA,44.3,-119.1,1.5,77.4,11,19.3,116,116,92,-8.6,12.4,21
"Yakusugi--1080m",0.647058823529412,NA,NA,NA,NA,0.330588235294118,0.162058823529412,0.00211764705882353,0.346235294117647,26.8133529411765,30.7450588235294,0.396,8.32970588235294,27.2956666666667,0.553529411764706,51.7647058823529,4.14285714285714,53.5294117647059,27.1404117647059,7.31370588235294,144.062705882353,46.2062941176471,0.587470588235294,1.74835294117647,1.18352941176471,1.67894117647059,2.05929411764706,0.00782352941176471,0.0208823529411765,0.0125882352941176,0.0170588235294118,3.11864705882353,0.294117647058823,NA,30.3,130.6,12.1,354.7,12,354.7,1331,1331,365,3.5,20.1,16.7
"Yakusugi--1350m",0.538461538461538,NA,NA,NA,NA,0.182576923076923,0.136230769230769,0.00257692307692308,0.255125,17.9638846153846,23.254,0.398769230769231,7.9495,20.2176666666667,0.313346153846154,40.1730769230769,0,40.1730769230769,18.2003846153846,7.22038461538462,93.9900769230769,36.8343846153846,0.561846153846154,1.7485,1.16546153846154,1.53965384615385,1.95626923076923,0.00746153846153846,0.0211538461538462,0.0113076923076923,0.0147307692307692,3.03946153846154,0.288461538461539,NA,30.3,130.6,13.8,342.6,13.7,342.6,1725,1725,365,5.2,21.7,16.5
"Yakusugi--260m",0.657894736842105,NA,NA,NA,NA,0.258384615384615,0.134846153846154,0.000871794871794872,0.245236842105263,27.8286153846154,26.6709487179487,0.449179487179487,10.4188974358974,25.0305909090909,0.318410256410256,21.7692307692308,0.92,22.3461538461539,28.0673076923077,7.65194871794872,79.4243333333333,30.3873076923077,0.53874358974359,1.26323076923077,1.04730769230769,0.929564102564103,1.01207692307692,0.01,0.0124615384615385,0.0102051282051282,0.0116153846153846,1.48838461538462,0.461538461538462,NA,30.3,130.6,18.5,341.6,18.4,341.6,3080,3080,365,10.4,26.3,15.9
"Yakusugi--800m",0.71875,NA,NA,NA,NA,0.2429375,0.145387096774194,0.00103225806451613,0.239413793103448,25.56134375,26.5266875,0.41003125,9.15028125,22.7021904761905,0.35653125,32.65625,1,32.84375,25.7798125,7.406375,90.23409375,34.9268125,0.55609375,1.592,1.1421875,1.2755625,1.53353125,0.00946875,0.01471875,0.0101875,0.012875,2.2795,0.328125,NA,30.3,130.6,14.7,335.3,14.6,335.3,1947,1947,365,6.3,22.6,16.3
"Yasuni-ridgetop",1,NA,NA,NA,NA,0.667243902439024,0.258375,0.000943548387096774,0.349778260869565,108.802825396825,45.4585396825397,0.548900793650794,19.1717936507937,54.2496111111111,0.225753968253968,7.72222222222222,0,7.72222222222222,109.101115079365,8.87142063492064,59.9747886178862,23.5696865079365,0.558309523809524,0.664162698412698,1.00296825396825,0.135460317460317,0.139039682539683,0.00553968253968254,0.00186507936507937,0.00358730158730159,0.00367460317460317,0.0746349206349206,0.857142857142857,NA,-0.7,-76.4,25.1,311.5,25.1,311.5,5510,5510,365,24.1,25.8,1.7
"Yasuni-valley bottom",1,NA,NA,NA,NA,0.692627450980392,0.292660377358491,0.00113207547169811,0.408333333333333,129.949811320755,50.450462962963,0.550574074074074,20.2445555555556,54.6972857142857,0.2865,5.71296296296296,0,5.71296296296296,130.358037037037,9.05440740740741,55.4485294117647,23.5717592592593,0.570185185185185,0.584074074074074,1.00364814814815,0.117111111111111,0.119925925925926,0.0112407407407407,0.00218518518518518,0.00487037037037037,0.00505555555555556,0.0951851851851852,0.87037037037037,NA,-0.7,-76.4,25.1,311.5,25.1,311.5,5510,5510,365,24.1,25.8,1.7
"York, PA",0.0181818181818182,NA,NA,NA,NA,NA,0.150156862745098,0.00105882352941176,NA,40.8581090909091,31.7520545454545,0.455963636363636,9.91350909090909,29.6251627906977,1.29205454545455,36,6.33333333333333,40.1454545454545,40.8581090909091,7.834,NA,31.3734909090909,0.642163636363636,1.21416363636364,1.13727272727273,1.51949090909091,1.79869090909091,0.0522363636363636,0.0326727272727273,0.0314727272727273,0.0388181818181818,2.28674545454545,0.218181818181818,NA,39.9,-76.8,11.4,102.8,16.5,71.8,1691,1691,244,-1.5,23.6,25.1
