"genusSpecies","genus","family","order","margin.score","lma_g_m2","petiole_width","petiole_area","blade_area","blade_perimeter","feret","minimum_feret","raw_blade_area","raw_blade_perimeter","internal_raw_blade_area","internal_raw_blade_perimeter","length_of_cut_perimeter","no_of_primary_teeth","no_of_subsidiary_teeth","mat_c","map_mm","latitude_n","longitude_e","leaf_area","feret_diameter","feret.diam.ratio","raw_blade_perimeter_corrected","internal_raw_blade_perimeter_corrected","total_tooth_count","teeth.interior.percm","perim.ratio","ln.leaf.area.mm2","ln_pr","ln_tc_ip","pw2.a.ratio","aspect_ratio","shape_factor","compactness","tooth_area","tooth.area.perimeter","tooth.area.interior","tooth.area.blade.area.ratio","avt.tooth.area","teeth.blade.area.ratio","teeth.perimeter.percm","log10_lma","log10_pw2a_ratio"
"Abarema_campestris","Abarema","Fabaceae","Fabales",1,NA,NA,NA,27.58,25.5366666666667,9.51666666666667,NA,NA,NA,NA,NA,NA,NA,NA,26.97500038,2237,-3,-58.97,27.58,5.91331332211664,0.626286814322665,NA,NA,NA,0,1,7.9138117043714,NA,NA,NA,NA,0.535998275368547,23.6533441880541,NA,0,0,0,0,0,0,NA,NA
"Abuta_aff. Pahni","Abuta","Menispermaceae","Ranunculales",1,NA,NA,NA,96.4633333333333,38.74,13.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,26.97500038,2237,-3,-58.97,96.4633333333333,10.5772765126931,0.787623847058063,NA,NA,NA,0,1,8.97052736031323,NA,NA,NA,NA,0.730007768939055,17.2268624742775,NA,0,0,0,0,0,0,NA,NA
"Abuta_grandifolia","Abuta","Menispermaceae","Ranunculales",1,NA,NA,NA,64.97,41.56,17.96,NA,NA,NA,NA,NA,NA,NA,NA,26.97500038,2237,-3,-58.97,64.97,9.09518406748558,0.506413366786502,NA,NA,NA,0,1,8.77909581088053,NA,NA,NA,NA,0.472684817395236,26.5850946590734,NA,0,0,0,0,0,0,NA,NA
"Abuta_panurensis","Abuta","Menispermaceae","Ranunculales",1,NA,NA,NA,92.835,41.015,15.2,NA,NA,NA,NA,NA,NA,NA,NA,26.97500038,2237,-3,-58.97,92.835,10.8664003637006,0.717146169164727,NA,NA,NA,0,1,9.13391840664487,NA,NA,NA,NA,0.694568991547145,18.1230848856516,NA,0,0,0,0,0,0,NA,NA
"Acacia_colletioides","Acacia","Fabaceae","Fabales",1,NA,NA,0.02,0.68,9.62,4.53,NA,NA,NA,NA,NA,NA,NA,NA,17.35833359,415,-32.966,146.15472,0.7,0.94406974388263,0.208403916971883,NA,NA,NA,0,1,4.24849524204936,NA,NA,NA,NA,0.0923354845648601,136.094705882353,NA,0,0,0,0,0,0,NA,NA
"Acacia_dealbata","Acacia","Fabaceae","Fabales",1,NA,NA,NA,0.025,0.91,0.405,NA,NA,NA,NA,NA,NA,NA,NA,11.29166698,792,-42.9,147.3,0.025,0.17750895846087,0.437253647632162,NA,NA,NA,0,1,0.895879734614027,NA,NA,NA,NA,0.375599146378185,34.0866666666667,NA,0,0,0,0,0,0,NA,NA
"Acacia_doratoxylon","Acacia","Fabaceae","Fabales",1,268.7812602,0.1763023395,0.183333333333333,15.7472166666667,57.68,26.26,NA,NA,NA,NA,NA,NA,NA,NA,17.41666603,406,-32.97638,146.14583,15.8388833333333,4.33423630401112,0.203325845551383,NA,NA,NA,0,1,7.22736458622635,NA,NA,0.00222232111940967,NA,0.0843387977279541,153.317443970803,NA,0,0,0,0,0,0,2.42939898582731,-2.65319318647916
"Acacia_elongate","Acacia","Fabaceae","Fabales",1,118.1448273,0.1556307755,0.03,5.3746,20.55,9.26,NA,NA,NA,NA,NA,NA,NA,NA,16.52499962,1147,-34.1,115.1,5.3896,2.61877013344457,0.278399893286721,NA,NA,NA,0,1,6.28837659723353,NA,NA,0.0045063491680172,NA,0.154469000294132,81.3522540983606,NA,0,0,0,0,0,0,2.07241471179789,-2.34617516062193
"Acacia_floribunda","Acacia","Fabaceae","Fabales",1,NA,0.1126936085,0.04,6.35666666666667,34.6366666666667,16.2966666666667,NA,NA,NA,NA,NA,NA,NA,NA,16.70416641,1278,-33.6938,151.14305,6.39666666666667,2.83122111827901,0.178835959326184,NA,NA,NA,0,1,6.42879313640184,NA,NA,0.00252992835185769,NA,0.0724346326239027,203.737268583225,NA,0,0,0,0,0,0,NA,-2.59689177796784
"Acacia_havilandiorum","Acacia","Fabaceae","Fabales",1,NA,0.105774354,0.02,1.92,26.29,11.55,NA,NA,NA,NA,NA,NA,NA,NA,17.35833359,415,-32.966,146.15472,1.94,1.57165031631919,0.136073620460536,NA,NA,NA,0,1,5.26785815906333,NA,NA,0.00576712060006047,NA,0.034908398135218,359.981302083333,NA,0,0,0,0,0,0,NA,-2.23904096667595
"Acacia_hayesii","Acacia","Fabaceae","Fabales",1,NA,0.042391187,NA,0.17,2.02,0.86,NA,NA,NA,NA,NA,NA,NA,NA,26.39583397,2496,9.17,-79.85,0.17,0.465242649168128,0.540979824614102,NA,NA,NA,0,1,2.83321334405622,NA,NA,0.010570663148641,NA,0.52354744741718,24.0023529411765,NA,0,0,0,0,0,0,NA,-1.97589776645214
"Acacia_koa","Acacia","Fabaceae","Fabales",NA,159.031428,0.183333333,NA,17.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,2500,-33.61666667,151.2166667,17.38,4.70413682703821,NA,NA,NA,NA,NA,NA,7.46049030582534,NA,NA,0.00193389591420534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20148295864889,-2.71356690414274
"Acacia_melanoxylon","Acacia","Fabaceae","Fabales",1,148.0423812,0.15260785675,0.18,15.0939,23.885,10.605,NA,NA,NA,NA,NA,NA,NA,NA,11.29166698,792,-42.9,147.3,15.1839,4.39004731701858,0.420421248809807,NA,NA,NA,0,1,7.31924465746029,NA,NA,0.00154421896444674,NA,0.34063091232534,36.8922928797001,NA,0,0,0,0,0,0,2.17038606192499,-2.8112911183082
"Acacia_mucronata","Acacia","Fabaceae","Fabales",1,288.981289,0.10405077825,NA,0.976,7.73,3.465,NA,NA,NA,NA,NA,NA,NA,NA,8.095833778,1890,-42.8,146.4,0.976,1.11414628770514,0.323944240187261,NA,NA,NA,0,1,4.57869990319945,NA,NA,0.0111874557716927,NA,0.207848155729859,60.4625462962963,NA,0,0,0,0,0,0,2.46086972390838,-1.95126866860544
"Acacia_nigrescens","Acacia","Fabaceae","Fabales",NA,103.2669921,0.09,NA,2.1304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.475,885.2,-28.22128333,31.79411667,2.1304,1.64696980121185,NA,NA,NA,NA,NA,NA,5.36147994150568,NA,NA,0.00380210289147578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01396152733178,-2.41997613455224
"Acacia_oswaldii","Acacia","Fabaceae","Fabales",1,381.1893847,0.105883287833333,0.06,4.80281666666667,24.83,11.1633333333333,NA,NA,NA,NA,NA,NA,NA,NA,17.41666603,406,-32.97638,146.14583,4.83281666666667,2.24806607921993,0.295117236092409,NA,NA,NA,0,1,5.74388160159052,NA,NA,0.0028863225364953,NA,0.172652399358738,73.1993900825682,NA,0,0,0,0,0,0,2.58114079797257,-2.5396551396343
"Acacia_sophorae","Acacia","Fabaceae","Fabales",1,173.85,0.1114713345,0.08,6.76,13.785,5.875,NA,NA,NA,NA,NA,NA,NA,NA,12.95416641,949,-40.45,175.216667,6.84,2.91900584239869,0.512895556969988,NA,NA,NA,0,1,6.48373704577072,NA,NA,0.00217036250644626,NA,0.456548431255933,28.2454000958371,NA,0,0,0,0,0,0,2.24017469501928,-2.66346772172717
"Acacia_suaveolens","Acacia","Fabaceae","Fabales",1,238.2120678,0.169325142666667,0.11,9.56503333333333,32.1933333333333,14.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,17.010416795,867.5,-33.27476389,148.721,9.62003333333333,3.20400727541582,0.311308155819476,NA,NA,NA,0,1,6.49523711230449,NA,NA,0.00418142379104199,NA,0.197079590533392,64.6727703260449,NA,0,0,0,0,0,0,2.37696375901994,-2.37867581408463
"Acacia_wilhelmiana","Acacia","Fabaceae","Fabales",1,NA,0.080921638,0.0133333333333333,1.01,10.5633333333333,4.59,NA,NA,NA,NA,NA,NA,NA,NA,17.35833359,415,-32.966,146.15472,1.02333333333333,1.1287390910872,0.246501307670273,NA,NA,NA,0,1,4.58285745330124,NA,NA,0.00705021800228192,NA,0.11152115202569,113.672011313429,NA,0,0,0,0,0,0,NA,-2.15179745382785
"Acacia_willhelmiana","Acacia","Fabaceae","Fabales",NA,212.1832226,0.048,NA,0.128833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.41666603,406,-32.97638,146.14583,0.128833333,0.405013202569538,NA,NA,NA,NA,NA,NA,2.555934483778,NA,NA,0.0178835705507984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32671104110962,-1.74754576765985
"Acaena_novaezelandiae","Acaena","Rosaceae","Rosales",0,127.2,NA,NA,1.095,6.765,1.685,NA,1.095,6.765,0.84,4.265,0,13,NA,12.95416641,949,-40.45,175.216667,1.095,1.17696100835305,0.701385492381295,6.765,4.265,13,3.03143878820185,1.58590973702914,4.68298783175382,0.46115688965586,1.10752026242138,NA,NA,0.300143474118807,41.9418127353646,0.255,0.0377064199929354,0.0597986629353234,0.235236220472441,0.0197878787878788,11.8837726805888,1.91131667255387,2.1044871113124,NA
"Acalypha_cuneata","Acalypha","Euphorbiaceae","Malpighiales",0,62.1,0.0985940705,0.02,47.98,28.17,12.065,NA,47.98,28.17,47.48,28,0,33.5,NA,25.08749962,3338,-0.7,-76.3953,47.99,6.5569453915055,0.537383598635946,28.17,28,33.5,1.65976202722895,1.00525193663947,7.57784279253522,0.00523738298217039,0.401287370486668,0.000296268127845753,NA,0.52443552706447,23.9825141344597,0.499999999999994,0.012747512598278,0.0128244461640278,0.0112118122308191,0.0120881782945735,3.13270450377077,1.65200959465349,1.79309160017658,-3.52831506686364
"Acer_argutum","Acer","Sapindaceae","Sapindales",0,175.6,0.0926581175,0.55,39.795,75.18,10.1,NA,39.795,75.18,36.185,46.97,0,133.5,45.5,6.700000286,1960,36.7198,139.4699,40.345,7.05772550646816,0.701997894177934,75.18,46.97,179,3.88818167415452,1.61059045691752,8.24008711446703,0.476280683825872,1.3546507527386,0.00022995735306622,NA,0.0878261834714355,144.355371107607,3.61,0.0464671933925179,0.0745540869764002,0.0900663631723355,0.0261446736200633,4.80080682404716,2.41073037166566,2.24452451157008,-3.63835269896218
"Acer_campestre","Acer","Sapindaceae","Sapindales",0,39.18034711,0.1169605355,0.43,27.910566665,36.79,8.54,NA,26.73,36.79,25.8,36.56,0,3,NA,16.12916756,784,36.416864,-5.581529,28.125566665,5.98331255286908,0.688592156379544,36.79,36.56,3,0.0820568927789934,1.00629102844639,7.94125955292556,0.00627132253073375,-2.50034245791784,0.000517061412815078,NA,0.248169980808939,50.6361429105874,0.93,0.0252786083174776,0.025437636761488,0.0347923681257014,0.31,0.112233445566779,0.0815438977983148,1.59306827921589,-3.28645787148491
"Acer_circinatum","Acer","Sapindaceae","Sapindales",0,42.7071428571429,0.172050967785714,0.368571428571429,44.7307142857143,57.5792857142857,9.59785714285714,NA,44.7307142857143,57.5792857142857,42.9814285714286,44.92,0,89.9285714285714,12.5,9.48571423171428,1876.71428571429,45.3092841771429,-122.751904842857,45.085,7.36595830773105,0.768387623231193,57.5792857142857,44.92,99.7142857142857,2.32100651252019,1.29017963609991,8.29378938929322,0.254240959384193,0.787647119054706,0.000799654738986153,NA,0.16136828914012,79.9269850287914,1.74928571428572,0.0297278571376086,0.0382178871663235,0.0415769469683245,0.0211881264707284,2.70485237053812,1.79226747386198,1.63050051774191,-3.09709748465654
"Acer_distylum","Acer","Sapindaceae","Sapindales",0,27.2,0.1087192665,0.495,98.92,43.37,13.855,NA,98.92,43.37,97.565,40.3,0,116,NA,6.700000286,1960,36.7198,139.4699,99.415,11.249578026035,0.811965345342268,43.37,40.3,116,2.87705968848485,1.07615318447312,9.20406066179169,0.0733894922290987,1.05545679830365,0.000119064045878729,NA,0.660698051026572,19.0203332408218,1.355,0.0312322007460213,0.0336131320541214,0.0136932385511842,0.0116950100693667,1.1715992096885,2.6731315754884,1.4345689040342,-3.92421936390629
"Acer_glabrum","Acer","Sapindaceae","Sapindales",0,38.3,0.13004641375,0.53625,25.7825,41.22375,7.20125,NA,25.7825,41.22375,24.21125,30.49625,0,83.5,9.33333333333333,8.967708231,1055.25,46.244490255,-120.97151685,26.31875,5.56185489914679,0.769422141458295,41.22375,30.49625,90.5,3.0937760490154,1.35644888192279,7.72198060493386,0.30417342269569,1.11106150471155,0.000677113342256669,NA,0.18401876652654,70.3104669268916,1.57125,0.0368534931498655,0.049511957693232,0.0631184042297512,0.0194352535847566,4.28463086494269,2.27341763733923,1.58319877396862,-3.16933862851337
"Acer_japonicum","Acer","Sapindaceae","Sapindales",0,41.6,0.126845075,0.44,67.98,106.275,11.535,NA,67.98,106.275,62.465,76.36,0,131,58,6.700000286,1960,36.7198,139.4699,68.42,9.02439971376187,0.78413998391994,106.275,76.36,189,2.57878022396526,1.36642903080766,8.69123596161811,0.310689487794683,0.940171776740397,0.000245694439539542,NA,0.0801080055851994,168.724043002434,5.515,0.0455495734580915,0.0634763487121428,0.0725578845797954,0.0400645539906104,3.26326689836483,1.90534037086292,1.61909333062674,-3.60960467219155
"Acer_macrophyllum","Acer","Sapindaceae","Sapindales",0,46.925,0.170717251083333,1.99416666666667,153.375833333333,103.566666666667,18.5241666666667,NA,153.375833333333,103.566666666667,143.9175,93.0266666666667,0,21.4166666666667,4,10.554166636,1584.83333333333,44.6138876983333,-122.910833466667,155.2575,13.5530350640366,0.730270818740051,103.566666666667,93.0266666666667,22.75,0.264478426637784,1.10965948012068,9.49341323638291,0.103181192320495,-1.42812569084951,0.000207216909942268,NA,0.178053483880694,72.9234708372453,9.45833333333333,0.0843047062257275,0.0957294504209942,0.0586107255744867,0.504283495362955,0.189221162787236,0.239838097977792,1.67140428129338,-3.68357480686619
"Acer_mono","Acer","Sapindaceae","Sapindales",1,37.15,0.127605896,0.825,47.7,43.93,11.115,NA,NA,NA,NA,NA,NA,NA,NA,6.700000286,1960,36.7198,139.4699,48.525,7.75740723010465,0.696644906247443,NA,NA,NA,0,1,8.43384173279686,NA,NA,0.000360365116733006,NA,0.300259091708101,42.1049970774218,NA,0,0,0,0,0,0,1.56995881809659,-3.44325725527228
"Acer_morifolium","Acer","Sapindaceae","Sapindales",0,67.625,0.10636131725,0.4475,40.9175,39.21,9.1475,NA,40.9175,39.21,40.325,29.8575,0,114,17.75,16.952082635,3170.5,30.32965,130.62715,41.365,7.20435880073589,0.78608830042132,39.21,29.8575,129.5,4.39999001887705,1.31507806675152,8.29805057720357,0.273509822474063,1.45362440830653,0.000278716091608609,NA,0.336102438138223,39.0161444610712,0.592499999999999,0.0151850850568054,0.0198630767589141,0.014565398053938,0.00529339674430885,3.32899904060458,3.33654572150954,1.83010727811463,-3.55483795667213
"Acer_negundo","Acer","Sapindaceae","Sapindales",0,52.0875,0.128004390466667,0.0679166666666667,19.852,24.5426666666667,8.029,NA,19.852,24.5426666666667,18.9466666666667,22.658,0,8.66666666666667,NA,10.7858333596,808.8,38.61675236,-89.12005964,19.891,4.93203186578404,0.622144907307604,24.5426666666667,22.658,8.66666666666667,0.405144648211838,1.09757698591002,7.50841464939774,0.088218760058215,-1.02677020995086,0.00104315778953969,NA,0.41176595850199,33.3068745031088,0.905333333333333,0.0372341062440555,0.042471484800928,0.0537842164433542,0.103106060606061,0.523699232865978,0.358760179187194,1.71673351346533,-2.98164999459996
"Acer_pensylvanicum","Acer","Sapindaceae","Sapindales",0,37.2083333333333,0.196407418236111,0.733166666666667,112.880416666667,64.0233333333333,15.0913888888889,NA,112.880416666667,64.0233333333333,110.648888888889,54.4026388888889,0,154.125,51.9305555555556,7.7000000475,1104,42.235,-74.465,113.491388888889,11.7511899055531,0.776991479466325,64.0233333333333,54.4026388888889,206.055555555556,3.99997584249317,1.18250862192791,9.23837635478509,0.166825981501925,1.32854791236222,0.000386514396250864,NA,0.332972934505316,38.4417606871514,2.23152777777778,0.0339203567506427,0.040017148439515,0.0202598093354318,0.0155553088246459,2.24045792746171,3.36048775794418,1.57064021717694,-3.4128343255597
"Acer_pseudoplatanus","Acer","Sapindaceae","Sapindales",0,55.12460542,0.101047824,0.51,65.27035,38.79,10.88,NA,67.49,38.79,64.16,36.06,0,16,NA,16.12916756,784,36.416864,-5.581529,65.52535,9.13234402895898,0.855225458029647,38.79,36.06,16,0.443704936217415,1.0757071547421,8.78689362090067,0.0729782636767045,-0.81259549553539,0.000166107469062754,NA,0.563650287637686,22.2946229070973,3.33,0.0858468677494199,0.0923460898502495,0.0493406430582308,0.208125,0.237072158838346,0.412477442639856,1.74134549382229,-3.77961083895252
"Acer_rubrum","Acer","Sapindaceae","Sapindales",0,61.0416666666667,0.129851547333333,0.398119047619048,39.0566666666667,39.2727083333333,8.8765625,NA,39.0566666666667,39.2727083333333,37.47875,33.4445833333333,0,57.0208333333333,16.2144444444444,12.2791666690625,1168.5625,38.4026391875,-76.3513003125,39.4016666666667,6.7426283688464,0.758228649028642,39.2727083333333,33.4445833333333,72.0833333333333,2.09761087669905,1.1660468866129,8.07446902483913,0.152096952381071,0.688606882191976,0.000511025717374751,NA,0.314522756123632,43.1435968219751,1.57791666666667,0.0384847150845593,0.04502592772821,0.0442399104847993,0.029606856714092,2.13589365909981,1.78389669517234,1.78562638297852,-3.29155724344082
"Acer_rufinerve","Acer","Sapindaceae","Sapindales",0,52,0.093447689,0.59,45.485,41.6,9.8,NA,45.485,41.6,44.265,30.835,0,149,24,6.700000286,1960,36.7198,139.4699,46.075,7.04186570040912,0.73357536756784,41.6,30.835,173,6.43371722546602,1.31437491543699,8.06518500591685,0.271563590562631,1.81762929699521,0.000192437423291127,NA,0.303134154332538,42.4402121686708,1.22,0.0266400589531358,0.0354483576622318,0.0305533276217212,0.0072824129651861,6.96974162043704,4.99786087760996,1.7160033436348,-3.71571046686996
"Acer_saccharinum","Acer","Sapindaceae","Sapindales",0,NA,0.182002839,NA,45.33,60.72,11.19,NA,45.33,60.72,41.49,50.85,0,40,13,11.59166718,1075,39.92,-76.75,45.33,7.59710132635105,0.678918795920559,60.72,50.85,53,1.04228121927237,1.19410029498525,8.41913925094085,0.177393010592805,0.0414117910575528,0.000730752998104124,NA,0.154501271291738,81.33506287227,3.84,0.0632411067193675,0.0755162241887905,0.0847121111846458,0.0959999999999999,1.16920361791308,0.872859025032938,NA,-3.13622939416087
"Acer_saccharum","Acer","Sapindaceae","Sapindales",0,55.7135416666667,0.104309995018519,0.453416666666667,47.3287037037037,47.6015740740741,10.6246296296296,NA,47.3287037037037,47.6015740740741,45.262962962963,42.8236111111111,0,9.03703703703704,NA,8.45972214833333,1155.44444444444,42.0783888888889,-73.4523147777778,47.7257407407407,7.56205831053411,0.713276193043513,47.6015740740741,42.8236111111111,9.03703703703704,0.20879595423922,1.10274520436417,8.35018165151507,0.0957557604921099,-1.69141440856474,0.000260470560699669,NA,0.265793204798351,51.2898290100564,2.06574074074074,0.0377034354082118,0.0430265880292853,0.0408690598666325,0.198114444923269,0.220594298029601,0.185624834840802,1.74596076710063,-3.58424135508299
"Acer_spicatum","Acer","Sapindaceae","Sapindales",0,NA,0.117319755,NA,55.1,50.71,10.23,NA,55.1,50.71,50.59,38.46,0,43,1,6.575000286,1156,41.88,-78.7,55.1,8.37588794784812,0.818757375156219,50.71,38.46,44,1.14404576183047,1.31851274050962,8.61431990214696,0.276504389646294,0.134570893757627,0.000249799000240654,NA,0.269261488189418,46.6697658802178,4.51,0.088937093275488,0.117264690587623,0.0818511796733212,0.104883720930233,0.798548094373866,0.86767895878525,NA,-3.60240930411575
"Acer_tschonoskii","Acer","Sapindaceae","Sapindales",0,60.3,0.060698104,0.12,13.445,37.435,5.75,NA,13.445,37.435,12.095,26.415,0,136,67,6.700000286,1960,36.7198,139.4699,13.565,4.11191458695812,0.715831432523117,37.435,26.415,169.5,6.51551422932678,1.41388790343257,7.16964061592642,0.346272620854134,1.87119899089896,0.000338996350210086,NA,0.121512902483951,104.99566616243,1.35,0.0358907998531764,0.0507594638587621,0.102316467085756,0.0102379003655808,13.2797091734754,4.61310542559835,1.78031731214015,-3.46980497758498
"Acer_ukurunduense","Acer","Sapindaceae","Sapindales",0,60.65,0.2927802235,1.18,68.22,75.07,12.425,NA,68.22,75.07,65.66,56.37,0,74.5,7,3.191666603,2028,36.8103,139.3796,69.4,9.3863030323366,0.754920960777766,75.07,56.37,78,1.38039402821205,1.33010856952105,8.83915165920081,0.281707483538267,0.308504543197924,0.00123573931578679,NA,0.153279430458919,82.6177890557488,2.56,0.0336405270916433,0.0452689717301858,0.0370063074039821,0.0339007352941176,1.13449107715193,1.03066169535898,1.78283080520259,-2.90807313576494
"Aceratium_concinnum","Aceratium","Elaeocarpaceae","Oxalidales",0,NA,NA,0.05,35.72,33.74,12.78,NA,35.72,33.74,35.37,31.64,0,38,NA,23.6875,3054,-16.144616,145.430116,35.77,6.74861308086164,0.528060491460222,33.74,31.64,38,1.20101137800253,1.06637168141593,8.18227973925902,0.0642619342183691,0.183164016826933,NA,NA,0.394303977261268,31.8697536394177,0.350000000000001,0.0103734439834025,0.0110619469026549,0.0097984322508399,0.00921052631578951,1.06382978723404,1.1262596324837,NA,NA
"Aceratium_megalospermum","Aceratium","Elaeocarpaceae","Oxalidales",0,NA,NA,0.03,15.9,21.66,9.4,NA,15.9,21.66,15.67,21.24,0,31,NA,23.6875,3054,-16.144616,145.430116,15.93,4.50363252804124,0.479109843408643,21.66,21.24,31,1.45951035781544,1.01977401129944,7.37337430991005,0.0195810451991066,0.378101008111408,NA,NA,0.425882783384256,29.506641509434,0.23,0.0106186518928901,0.0108286252354049,0.0144654088050315,0.00741935483870969,1.9496855345912,1.43120960295476,NA,NA
"Achatocarpus_gracilis","Achatocarpus","Achatocarpaceae","Caryophyllales",1,NA,0.0580973733333333,NA,6.75,12.9,5.13666666666667,NA,NA,NA,NA,NA,NA,NA,NA,25.19583321,942,19.5,-105.05,6.75,2.9298446327163,0.57198446292421,NA,NA,NA,0,1,6.5123115271232,NA,NA,0.000559695673243818,NA,0.509811019842814,24.665188895446,NA,0,0,0,0,0,0,NA,-3.25204805041612
"Acidoton_nicaraguensis","Acidoton","Euphorbiaceae","Malpighiales",0,27.4,0.057061104,0.075,47.76,31.925,13.075,NA,47.76,31.925,47.34,31.46,0,7,NA,25.09583282,3334,-0.6859,-76.3953,47.835,7.7603028218027,0.595403740628938,31.925,31.46,7,0.221975582685905,1.0135106292154,8.45024039724559,0.0133690814425844,-1.5053728365035,6.93771093039908e-05,NA,0.586997238355457,21.473084244038,0.420000000000002,0.0123282846952335,0.012558161871425,0.00804767819858872,0.0560416666666669,0.148774127617588,0.218996333409929,1.43775056282039,-4.15878379961474
"Acmena_graveolens","Acmena","Myrtaceae","Myrtales",NA,138.7453151,0.32,NA,61.2345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.55,1918.1,-16.10325,145.4461667,61.2345,8.82984636911002,NA,NA,NA,NA,NA,NA,8.71988094216304,NA,NA,0.0016722599188366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1422183275744,-2.77669621939493
"Acmena_graviolens","Acmena","Myrtaceae","Myrtales",1,NA,NA,0.39,256.32,78.2,33.51,NA,NA,NA,NA,NA,NA,NA,NA,23.6875,3054,-16.144616,145.430116,256.71,18.0790852514435,0.539513137912371,NA,NA,NA,0,1,10.1531172290862,NA,NA,NA,NA,0.526718839468695,23.8578339575531,NA,0,0,0,0,0,0,NA,NA
"Acrisione_denticulata","Acrisione","Asteraceae","Asterales",0,NA,NA,0.15,81.55,43.495,14.605,NA,81.55,43.495,80.805,38.505,0,125.5,3,10.28333378,1416,-37.8412,-73.1959,81.7,10.0958260916212,0.693033427450119,43.495,38.505,127,3.32739516311366,1.13021909117734,8.9670517926887,0.122400837917465,1.1995163807994,NA,NA,0.527632510023376,23.8967139093351,0.744999999999997,0.0169158919158919,0.0191090445405877,0.00930415764959505,0.005878679750223,1.66913302388974,2.94309669309669,NA,NA
"Adelia_triloba","Adelia","Euphorbiaceae","Malpighiales",1,33.6,0.049155447,NA,5.35,11.2,4.6,NA,NA,NA,NA,NA,NA,NA,NA,26.39583397,2496,9.17,-79.85,5.35,2.60994857503613,0.567380125007854,NA,NA,NA,0,1,6.28226674689601,NA,NA,0.000451637003695291,NA,0.535954103849024,23.4467289719626,NA,0,0,0,0,0,0,1.52633927738984,-3.34521048250812
"Aegiphila_cordifolia var. villos","Aegiphila","Lamiaceae","Lamiales",1,36,0.261303335,0.38,122.58,45.84,18.33,NA,NA,NA,NA,NA,NA,NA,NA,25.08749962,3338,-0.7,-76.3953,122.77,12.4848216453036,0.681513789935696,NA,NA,NA,0,1,9.40977495663589,NA,NA,0.000502609001708666,NA,0.732371377353696,17.1696549067938,NA,0,0,0,0,0,0,1.55630250076729,-3.29876973747565
"Aegiphila_panamensis","Aegiphila","Lamiaceae","Lamiales",1,74.1,0.091622918,NA,25.47,23.46,9.79,NA,NA,NA,NA,NA,NA,NA,NA,26.39583397,2496,9.17,-79.85,25.47,5.69468271323386,0.581683627500905,NA,NA,NA,0,1,7.84267147497946,NA,NA,0.000329593996970346,NA,0.581544286710521,21.6086219081272,NA,0,0,0,0,0,0,1.86981820797933,-3.4820207068851
"Aextoxicon_punctatum","Aextoxicon","Aextoxicaceae","Berberidopsidales",1,NA,NA,0.113333333333333,19.6316666666667,20.0183333333333,8.635,NA,NA,NA,NA,NA,NA,NA,NA,10.9041665416667,1185.33333333333,-37.3502,-72.8463333333333,19.745,4.86083216929777,0.565051205853323,NA,NA,NA,0,1,7.4414310441544,NA,NA,NA,NA,0.58294235844999,21.591466406454,NA,0,0,0,0,0,0,NA,NA
"Agastachys_odorata","Agastachys","Proteaceae","Proteales",1,289.18502365,0.19399520925,0.0825,4.08819166675,9.6275,4.0775,NA,NA,NA,NA,NA,NA,NA,NA,8.1583333015,2262,-42.3,146,4.12944166675,2.28796561430561,0.550520758930159,NA,NA,NA,0,1,6.01449827152947,NA,NA,0.0093198274398672,NA,0.526243887736692,24.2751729855961,NA,0,0,0,0,0,0,2.46117579790818,-2.0305921286983
"Aglaia_borneensis","Aglaia","Meliaceae","Sapindales",1,NA,NA,NA,42.875,30.77,13.055,NA,NA,NA,NA,NA,NA,NA,NA,24.77499962,2225,5.016667,117.8125,42.875,7.38609181725741,0.565804387574966,NA,NA,NA,0,1,8.36214688992955,NA,NA,NA,NA,0.568888775670537,22.0917761652965,NA,0,0,0,0,0,0,NA,NA
"Aglaia_vitiensis","Aglaia","Meliaceae","Sapindales",1,107.1,0.132805557,0.34,100.54,41.96,17.09,NA,NA,NA,NA,NA,NA,NA,NA,25.32083321,2450,-16.633333,179.083333,100.88,10.8034594485179,0.61910978429177,NA,NA,NA,0,1,9.01742383017663,NA,NA,0.000202971000457016,NA,0.63607155640038,19.9652139860351,NA,0,0,0,0,0,0,2.02978947083186,-3.69256600760976
"Agonis_flexuosa","Agonis","Myrtaceae","Myrtales",1,102.1235301,0.07306932575,0.025,3.7293,20.78,9.365,NA,NA,NA,NA,NA,NA,NA,NA,16.52499962,1147,-34.1,115.1,3.7418,2.17936789402936,0.2409345918339,NA,NA,NA,0,1,5.91872952669481,NA,NA,0.00145730414100156,NA,0.116758252755915,109.18132831071,NA,0,0,0,0,0,0,2.00912581863175,-2.83644980102726
