"Site","evergreen","n.percent","c.percent","c.n.ratio","leaf.thickness.mm","leaf.mass.g","petiole.width.cm","pw2.a.ratio","petiole.area.cm2","blade.area.cm2","perimeter.cm","shape.factor","major.length.cm","internal.perimeter.cm","tooth.area.cm2","primary.teeth.number","secondary.teeth.number","teeth.number","leaf.area.cm2","ln.leaf.area.mm2","leaf.mass.per.area.g.per.m2","compact","feret.diam.ratio","perim.area.cm2","perim.ratio","teeth.perimeter.percm","teeth.interior.percm","avt.tooth.area","tooth.area.blade.area.ratio","tooth.area.perimeter","tooth.area.interior","teeth.blade.area.ratio","margin.score","site.info","latitude","longitude","mat","map","gsmt","gsp","gdd","gsdd","gsl","cmmt","wmmt","mart"
"Los Ruiles",0.972222222222222,NA,NA,NA,NA,NA,0.133842105263158,0.00694736842105263,0.0742439024390244,12.5391707317073,14.3411463414634,0.601585365853659,5.42275609756098,13.5472727272727,0.323217391304348,24.9637391304348,1.5,25.0941739130435,12.6119268292683,6.51275609756098,NA,22.3100731707317,0.653853658536585,2.30229268292683,1.09526086956522,1.77586956521739,1.98021739130435,0.0159130434782609,0.0382173913043478,0.0192173913043478,0.021695652173913,4.04808695652174,0.463414634146341,NA,-35.8,-72.5,12.1,90.7,9.3,78.9,951,66,183,7.8,17.2,9.4
"Margaret River",1,NA,NA,NA,NA,NA,0.186676470588235,0.0118308823529412,0.12025,19.5733455882353,27.1038161764706,0.298272058823529,8.72791176470588,13.438,0.8224,10.75,NA,10.75,19.68325,6.33679411764706,NA,64.7033088235294,0.446742647058824,5.00805882352941,1.2356,0.9268,1.1225,0.0601,0.0792,0.0362,0.0465,4.9679,0.75,NA,-34.1,115.1,16.3,106.8,14.5,94.6,2334,960,214,13,20.6,7.6
"Monte Guilarte",0.888888888888889,NA,NA,NA,NA,0.311636363636364,0.13430303030303,0.00106060606060606,0.152612903225806,28.3786666666667,23.4898787878788,0.551515151515152,8.6860303030303,21.631375,0.367875,36.125,NA,36.125,28.5215454545455,7.59378787878788,115.645606060606,24.0399696969697,0.639757575757576,1.20906060606061,1.060625,1.844,1.978125,0.014,0.012625,0.01275,0.014,2.589375,0.757575757575758,NA,18.2,-66.8,19.4,270.7,19.3,270.7,3404,3404,365,17.5,20.9,3.4
"Mt. Read, Tasmania",0.956521739130435,NA,NA,NA,NA,NA,0.587869565217391,0.0307826086956522,8.97804347826087,22.2657391304348,15.948347826087,0.458217391304348,6.63613043478261,7.55833333333333,0.134,16.9444444444444,4,17.3888888888889,31.242652173913,5.04591304347826,NA,34.9076086956522,0.551695652173913,6.10534782608696,1.09922222222222,2.61266666666667,2.911,0.0108888888888889,0.0547777777777778,0.0155555555555556,0.0175555555555556,11.4741111111111,0.630434782608696,NA,-41.8,145.6,6.5,371,9.1,251.3,306,306,365,5.1,13.5,8.4
"Murrua Track",1,NA,NA,NA,NA,NA,0.0950588235294118,0.00247058823529412,0.2404375,21.6966470588235,22.0800588235294,0.298823529411765,9.46294117647059,27.079,0.189,13.333,NA,13.333,21.9223529411765,6.27394117647059,NA,60.981,0.395235294117647,5.02194117647059,1.043,0.467,0.487,0.014,0.017,0.007,0.007,1.237,0.941176470588235,NA,-33.6,151.3,16.8,122.8,16.9,122.8,2514,2514,365,10.9,21.9,11
"Nagakubo",0.803921568627451,NA,NA,NA,NA,0.235019230769231,0.132823529411765,0.000941176470588235,0.247196078431373,29.1839230769231,26.358,0.499615384615385,10.4593846153846,25.20948,0.485333333333333,39.1357777777778,22.75,40.820962962963,29.4216730769231,7.70373076923077,82.3958653846154,26.89525,0.568634615384615,1.18365384615385,1.07855555555556,1.49548148148148,1.66107407407407,0.019037037037037,0.0165925925925926,0.0153333333333333,0.017037037037037,1.81855555555556,0.5,NA,30.3,131.3,19.5,357.9,19.4,357.9,3434,3434,365,11.4,27.3,15.9
"Nahuelbuta",0.909090909090909,NA,NA,NA,NA,NA,0.115735294117647,0.00252941176470588,0.0849393939393939,11.2355555555556,13.3872222222222,0.576666666666667,5.02475,12.988875,0.30496,28.39,1.5,28.53,11.3116944444444,6.21405555555556,NA,23.6531111111111,0.627916666666667,2.67238888888889,1.07756,2.03236,2.23024,0.01596,0.036,0.01644,0.01828,5.6544,0.333333333333333,NA,-37.8,-73.2,10,156.2,8.7,145.3,466,117,275,6.3,14.6,8.3
"Nestucca River, OR",0.117647058823529,NA,NA,NA,NA,0.257235294117647,0.181647058823529,0.00258823529411765,0.3778,38.1714117647059,32.6120588235294,0.463941176470588,8.81241176470588,31.033,2.08215384615385,58.8846153846154,4.14285714285714,61.1153846153846,38.5035294117647,7.49858823529412,86.0342352941177,37.7451176470588,0.663235294117647,1.52941176470588,1.16276923076923,2.16515384615385,2.60730769230769,0.0750769230769231,0.0284615384615385,0.028,0.0337692307692308,3.50823076923077,0.235294117647059,NA,45,-124,11.4,103.1,9.8,99.8,1103,537,303,4.2,19.2,15
"Noah Creek",0.942307692307692,NA,NA,NA,NA,NA,0.17396875,0.00048125,0.170641975308642,66.9558658536585,38.6587804878049,0.510353658536585,15.7628231707317,29.8367727272727,0.612454545454545,42.5454545454545,NA,42.5454545454545,67.1244268292683,8.53415243902439,NA,26.2831951219512,0.557414634146342,0.805823170731707,1.15854545454545,1.20559090909091,1.39140909090909,0.0167727272727273,0.0176818181818182,0.0172727272727273,0.0202727272727273,1.24272727272727,0.865853658536585,NA,-16.2,145.5,25.6,208.9,27.4,183,5699,3150,181,22.3,28.1,5.8
"North Bend, OR",0.333333333333333,NA,NA,NA,NA,0.18532,0.136333333333333,0.00152380952380952,0.140681818181818,25.44996,24.88404,0.4944,7.63032,24.3184375,1.163625,58.40625,42.3,71.625,25.59928,7.32836,77.20704,30.01056,0.65116,1.51676,1.222875,2.78025,3.5626875,0.02875,0.0418125,0.0288125,0.0395625,3.94225,0.38,NA,43.4,-124.2,11.4,162.8,9.5,150.7,698,129,243,7.5,15.3,7.8
"Nuri, Sonora",NA,NA,NA,NA,NA,0.0715925925925926,0.0828965517241379,0.00467241379310345,0.0967678571428571,9.962171875,14.41634375,0.499234375,4.7215,15.1548461538462,0.362,25.7307692307692,4.75,26.4615384615385,10.045796875,5.79690625,73.6977777777778,30.257046875,0.645921875,6.162609375,1.12415384615385,1.87,2.09707692307692,0.0151538461538462,0.0305384615384615,0.0170769230769231,0.0200769230769231,4.79553846153846,0.609375,NA,28,-109.4,22.8,66.5,25.4,49.6,4685,1893,123,15.2,29.7,14.6
"Okataina",0.954545454545455,NA,NA,NA,NA,NA,0.21047619047619,0.00304761904761905,0.3647,20.2660454545455,21.795,0.520090909090909,8.69240909090909,23.28575,0.643076923076923,32.3846153846154,NA,32.3846153846154,20.5974090909091,7.36854545454545,NA,28.1360909090909,0.578545454545455,1.39331818181818,1.08215384615385,1.33584615384615,1.45823076923077,0.0233846153846154,0.029,0.0240769230769231,0.0266153846153846,1.61030769230769,0.431818181818182,NA,-38.8,176.4,10.4,170.4,10.4,170.4,674,674,365,5.1,15.7,10.7
"Panther Wildlife Refuge, FL",0.764705882352941,1.815,44.6055555555556,26.5722222222222,0.153555555555556,0.249611111111111,0.138764705882353,0.00105882352941176,0.155,25.071,22.268,0.544833333333333,9.001,19.118,0.5076,30.2,3.0835,31.2668,25.2188333333333,7.49538888888889,94.2167777777778,24.3509444444444,0.590833333333333,1.24622222222222,1.0652,1.8664,2.0252,0.0312,0.0258,0.0204,0.022,3.3842,0.777777777777778,NA,26.2,-81.3,23.2,134.2,24.7,116.4,4803,3584,243,17.7,27.7,10
"Parkdale, OR",0.0625,NA,NA,NA,NA,0.19415625,0.101344827586207,0.000655172413793103,0.283533333333333,27.9528125,27.467625,0.48409375,7.14903125,24.8478518518518,1.22848148148148,58.7037037037037,22.9285714285714,64.7777777777778,28.21853125,7.4179375,74.75240625,32.9039375,0.72475,1.43284375,1.22933333333333,2.59311111111111,3.20677777777778,0.0444074074074074,0.0474814814814815,0.035,0.0457777777777778,3.81588888888889,0.171875,NA,45.5,-121.6,8.9,119.7,9.5,21.9,818,40,92,0.1,18,17.9
"Parque El Rey",0.928571428571429,NA,NA,NA,NA,NA,0.0911153846153846,0.00253846153846154,NA,12.0381111111111,15.575037037037,0.50562962962963,5.91185185185185,15.0018,0.3701,33.1,3,34.0333,12.0381111111111,6.48281481481482,NA,28.1451851851852,0.590259259259259,2.59618518518519,1.1473,1.7708,2.0819,0.0173,0.0488,0.0212,0.0247,3.7269,0.62962962962963,NA,-24.6,-64.7,19.2,61.2,22.2,58.5,3317,2576,212,12.4,24.2,11.8
"Pasoh",1,NA,NA,NA,NA,0.520464285714286,0.170357142857143,0.000535714285714286,0.139961538461538,65.2930714285714,37.3492142857143,0.543392857142857,15.2463214285714,37.3142,1.0674,38.7,NA,38.7,65.42275,8.58167857142857,77.9959642857143,23.8843214285714,0.576607142857143,0.700678571428571,1.0474,1.0122,1.0578,0.0514,0.0222,0.0338,0.036,0.6712,0.821428571428571,NA,2.9,102.3,26.4,215.6,23.7,215.6,4984,4984,365,22.8,24.4,1.7
"Pee Dee, SC",0.291666666666667,1.39518518518519,45.6740740740741,37.2074074074074,0.137740740740741,0.154,0.116,0.00126086956521739,0.127181818181818,18.5453333333333,21.5112962962963,0.500814814814815,7.38748148148148,22.9907142857143,0.436533333333333,24.0888666666667,6.8335,25.0444666666667,18.6502962962963,7.02485185185185,84.2455185185185,29.3274444444444,0.59137037037037,1.75714814814815,1.07506666666667,1.3126,1.4168,0.0514666666666667,0.0197333333333333,0.0154666666666667,0.018,2.30026666666667,0.481481481481482,NA,34.2,-79.4,17,122.5,17,122.5,2788,2788,365,6.5,26.8,20.4
"Placerville, CA",0.347826086956522,NA,NA,NA,NA,0.184260869565217,0.166818181818182,0.00318181818181818,0.152227272727273,22.8087826086957,21.3179130434783,0.523086956521739,7.12286956521739,22.195,0.800588235294118,39.9117647058824,8,40.7941176470588,22.9538695652174,7.01765217391304,104.556,27.7233043478261,0.658782608695652,1.79782608695652,1.14676470588235,1.79094117647059,2.10188235294118,0.0367058823529412,0.0492941176470588,0.0310588235294118,0.0367647058823529,2.88782352941176,0.304347826086957,NA,38.8,-120.8,14.4,98.5,9.5,91.9,1893,243,212,6.1,23.6,17.6
"Portal, AZ",0,NA,NA,NA,NA,0.0815151515151515,0.108930555555556,0.00616666666666667,0.068734375,6.94075,11.5809868421053,0.500763157894737,4.05346052631579,15.4233157894737,0.268105263157895,28.2631578947368,4.35714285714286,29.6052631578947,6.99925,5.59707894736842,120.956742424242,31.7563947368421,0.60296052631579,6.00719736842105,1.07157894736842,1.98547368421053,2.14505263157895,0.0234736842105263,0.0288947368421053,0.0166842105263158,0.0184736842105263,5.05552631578947,0.552631578947368,NA,31.9,-109.2,15.8,50,18.7,29.2,1645,1067,123,4,22.1,18.1
"Powers, OR",0.206896551724138,NA,NA,NA,NA,0.255689655172414,0.12256,0.00084,0.267875,26.0290689655172,24.9657931034483,0.513310344827586,7.50689655172414,22.85492,1.29172,36.54,7.33333333333333,38.8,26.2535172413793,7.32568965517241,90.6907586206896,29.4485172413793,0.677068965517241,1.49155172413793,1.11876,1.75896,2.041,0.08672,0.03568,0.0284,0.03388,2.95932,0.241379310344828,NA,42.9,-124.1,11.5,158.7,8.9,148.3,921,146,243,6.2,17.5,11.3
"Red Fleet, UT",0.260869565217391,NA,NA,NA,NA,0.0582380952380952,0.105363636363636,0.00390909090909091,0.0772631578947369,6.11604347826087,12.4066956521739,0.442782608695652,4.13752173913043,12.4288666666667,0.342,33.5666666666667,20.5,34.9333333333333,6.1785652173913,5.90139130434783,98.8162857142857,34.001,0.615739130434783,3.64534782608696,1.16273333333333,2.147,2.6138,0.0228666666666667,0.0539333333333333,0.0214,0.0263333333333333,5.33153333333333,0.391304347826087,NA,40.5,-109.3,7.1,24.8,16.9,11.5,1056,1056,153,-7,21,28
"Republic, WA",0.0357142857142857,NA,NA,NA,NA,0.125035714285714,0.0964074074074074,0.000666666666666667,0.327269230769231,27.4291785714286,24.4171785714286,0.435607142857143,6.68964285714286,20.55332,0.78684,57.64,6.2,61.42,27.7316071428571,7.16632142857143,51.1761071428571,35.342,0.699,1.72925,1.19576,2.56036,3.0986,0.0152,0.04376,0.025,0.0312,4.85984,0.160714285714286,NA,48,-117.9,0.1,124.7,7.9,21.6,0,0,122,-8.4,9.8,18.2
"Robinson Falls",1,NA,NA,NA,NA,0.6405,0.1709,0.00045,0.181947368421053,71.4094545454546,39.769,0.502590909090909,15.7311363636364,44.88,0.3908,52.8,NA,52.8,71.5769545454545,8.59540909090909,85.7941363636364,25.9067272727273,0.563318181818182,0.744227272727273,1.0654,1.1552,1.2612,0.0042,0.003,0.0056,0.0068,1.094,0.795454545454545,NA,4.4,101.4,22.1,261.4,18.5,261.4,3100,3100,365,17.8,19.3,1.6
"Round Hill mallee",1,NA,NA,NA,NA,NA,0.0776470588235294,0.00447058823529412,0.216615384615385,8.83527777777778,18.6566111111111,0.207833333333333,7.87688888888889,1.209,0,0.333,NA,0.333,8.99111111111111,5.24233333333333,NA,100.742888888889,0.328833333333333,9.51577777777778,1.013,0.265,0.276,0,0.004,0,0,6.41,0.972222222222222,NA,-33,146.2,17.6,42.1,17.6,42.1,2794,2794,365,9.4,25.8,16.4
"Round Hill woodland",1,NA,NA,NA,NA,NA,0.0785686274509804,0.00237254901960784,0.159137254901961,9.17012962962963,22.6527777777778,0.209925925925926,9.24712962962963,7.52275,0.087,6.00025,NA,6.00025,9.31903703703704,5.841,NA,111.943,0.331185185185185,6.35668518518519,1.0895,0.50975,0.599,0.008,0.02775,0.0065,0.0075,2.67625,0.944444444444444,NA,-33,146.1,17.6,42.4,17.6,42.4,2774,2774,365,9.3,25.7,16.4
"San Bartolo",NA,NA,NA,NA,NA,0.0639130434782609,0.0668620689655172,0.00379310344827586,0.117071428571429,7.60648387096774,12.609064516129,0.503774193548387,3.21164516129032,15.3948,0.7434,17.55,NA,17.55,7.71370967741935,5.04874193548387,74.8006956521739,33.6059032258065,0.669064516129032,7.15061290322581,1.2227,1.5152,1.7944,0.0328,0.0605,0.0227,0.0297,5.5969,0.693548387096774,NA,23.7,-109.9,21.3,41.1,25.5,35.4,4094,1900,123,15.5,26.9,11.4
"Santa Cruz, CA",0.395833333333333,NA,NA,NA,NA,0.112479166666667,0.1616875,0.00325,0.128363636363636,13.4165208333333,16.8794166666667,0.537979166666667,5.9054375,14.7083125,0.266235294117647,40.9215294117647,6.14285714285714,43.8332941176471,13.5268125,6.80529166666667,76.239,26.526875,0.664291666666667,1.9786875,1.14111764705882,2.36552941176471,2.79794117647059,0.00958823529411765,0.0324117647058824,0.0142352941176471,0.0175882352941176,4.81852941176471,0.354166666666667,NA,37,-121.9,14,65.3,11.2,60,1466,237,181,9.6,17.8,8.2
"Seqaqa",1,NA,NA,NA,NA,1.07657142857143,0.208777777777778,0.000666666666666667,0.496214285714286,98.0305,41.0378928571429,0.560357142857143,16.5107142857143,46.8718,2.1694,38.8,NA,39,98.5244642857143,8.69421428571429,91.9326428571429,23.4830357142857,0.589571428571429,0.729178571428571,1.0538,1.1494,1.225,0.0996,0.0164,0.0294,0.031,0.9814,0.821428571428571,NA,-16.6,179.1,25.1,249.4,25.1,249.4,5504,5504,365,23.6,26.5,2.9
"SERC, MD",0.04,1.90291666666667,44.6916666666667,24.95,0.09852,0.3428,0.119782608695652,0.000304347826086956,0.30304347826087,52.69656,37.2122,0.47848,11.20188,33.9718235294118,2.10738888888889,51.8332777777778,11.89575,56.9813888888889,52.97464,8.20328,63.25628,33.67264,0.656,0.97772,1.14638888888889,1.68905555555556,1.93266666666667,0.0970555555555556,0.0319444444444444,0.0373333333333333,0.0459444444444444,1.71122222222222,0.3,NA,38.5,-76.3,13.7,108.6,17.3,83.7,2113,2113,275,1.7,25.3,23.7
"Suganuma, Honshu",0,NA,NA,NA,NA,0.2095,0.13775,0.00075,0.333214285714286,33.25025,35.8240625,0.3191875,9.3765625,26.9240625,0.7929375,97.125,31.75,101.40625,33.5405625,7.835875,63.806125,46.4789375,0.6509375,1.4364375,1.3318125,3.1426875,4.1685625,0.0091875,0.02825,0.0200625,0.0274375,4.6440625,0,NA,36.8,139.4,2.5,227.5,9.8,166.3,297,297,184,-9.4,15.1,24.5
"Talkeetna",0.111111111111111,NA,NA,NA,NA,0.108,0.105777777777778,0.00381481481481481,0.133307692307692,19.1791111111111,20.5180740740741,0.45862962962963,6.31788888888889,21.4047368421053,0.6495,53.7,6.57142857142857,56,19.3075925925926,6.68692592592593,64.5435769230769,31.4228888888889,0.656407407407407,3.07677777777778,1.1795,2.17815,2.60855,0.01365,0.03165,0.02055,0.02575,3.38575,0.277777777777778,NA,62.3,-150.2,0.8,68.4,11.2,38.7,323,323,153,-12.2,14.8,27
"Tanjung Tuan",0.888888888888889,NA,NA,NA,NA,0.406619047619048,0.176157894736842,0.000789473684210526,0.139421052631579,53.3692857142857,35.9438095238095,0.490285714285714,14.07,NA,NA,NA,NA,NA,53.4982857142857,8.37714285714286,77.783,27.3835714285714,0.561761904761905,0.828428571428571,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2.4,101.9,26.9,237.4,27,237.4,6460,6460,365,27.2,28.2,1.1
"Three Lynx, OR",0.111111111111111,NA,NA,NA,NA,0.128222222222222,0.08496,0.00048,0.24088,27.376,25.3208888888889,0.434666666666667,6.91744444444444,20.7658333333333,0.765958333333333,54.5,6.25,55.1086956521739,27.6017037037037,7.10585185185185,54.6604814814815,36.3014074074074,0.681518518518519,1.89396296296296,1.2105,2.421875,2.964875,0.0191739130434783,0.036375,0.0205416666666667,0.0262083333333333,5.07258333333333,0.166666666666667,NA,45.1,-122.1,9.7,192.6,9.4,126.5,809,350,241,2.5,17.5,15
"Toro Negro",0.964285714285714,NA,NA,NA,NA,0.305214285714286,0.167425,0.0023,0.158289473684211,24.704880952381,20.4775238095238,0.585714285714286,7.86630952380952,22.4171,0.4809,66.825,21,67.875,24.841,7.27319047619048,174.138214285714,22.2313333333333,0.623785714285714,1.40030952380952,1.09,2.8626,3.1178,0.0071,0.0164,0.0148,0.0167,3.8747,0.761904761904762,NA,18.2,-66.7,18.1,289.8,18.1,289.8,2942,2942,365,16.1,19.7,3.6
"West Head",1,NA,NA,NA,NA,NA,0.123470588235294,0.00205882352941176,0.422875,38.1896111111111,32.2854444444444,0.3675,12.98,32.48,0.0735,2.8335,NA,2.8335,38.5682777777778,7.27611111111111,NA,95.0245,0.450944444444444,4.403,1.012,0.1445,0.146,0.0205,0.0055,0.004,0.004,0.2195,0.888888888888889,NA,-33.7,151.1,16.9,130.9,16.9,130.9,2525,2525,365,11.1,21.9,10.8
"Wiliwili Nui Ridge trail",0.958333333333333,NA,NA,NA,NA,NA,0.0545217391304348,4.34782608695652e-05,0.14825,23.5058333333333,19.7542083333333,0.664708333333333,7.47495833333333,24.697,0.5395,35.8333333333333,8.5,38.6666666666667,23.6036666666667,7.45354166666667,NA,19.5020416666667,0.690541666666667,1.13345833333333,1.05966666666667,1.62133333333333,1.778,0.0265,0.0153333333333333,0.0185,0.0196666666666667,1.65683333333333,0.75,NA,21.3,-157.8,20,500.2,20,369.3,3649,3649,365,18.1,21.9,3.8
"Wolf Creek, CO",0.0476190476190476,NA,NA,NA,NA,0.0925714285714286,0.110761904761905,0.00223809523809524,0.0797058823529412,7.89957142857143,15.1340476190476,0.466952380952381,4.92861904761905,14.1887333333333,0.3285,55.9583125,19,57.1458125,7.96952380952381,6.31971428571429,108.453142857143,36.942619047619,0.632714285714286,3.16014285714286,1.1853125,3.659,4.09025,0.007125,0.0386875,0.01675,0.0219375,8.4910625,0.261904761904762,NA,44.3,-119.1,1.5,77.4,11,19.3,116,116,92,-8.6,12.4,21
"Yakusugi--1080m",0.647058823529412,NA,NA,NA,NA,0.330588235294118,0.162058823529412,0.00211764705882353,0.346235294117647,26.8133529411765,30.7450588235294,0.396,8.32970588235294,27.2956666666667,0.784166666666667,73.3333333333333,14.5,75.8333333333333,27.1404117647059,7.31370588235294,144.062705882353,46.2062941176471,0.587470588235294,1.74835294117647,1.26,2.3785,2.91733333333333,0.0110833333333333,0.0295833333333333,0.0178333333333333,0.0241666666666667,4.41808333333333,0.294117647058823,NA,30.3,130.6,12.1,354.7,12,354.7,1331,1331,365,3.5,20.1,16.7
"Yakusugi--1350m",0.538461538461538,NA,NA,NA,NA,0.182576923076923,0.136230769230769,0.00257692307692308,0.255125,17.9638846153846,23.254,0.398769230769231,7.9495,20.2176666666667,0.428789473684211,54.9736842105263,NA,54.9736842105263,18.2003846153846,7.22038461538462,93.9900769230769,36.8343846153846,0.561846153846154,1.7485,1.22642105263158,2.1068947368421,2.677,0.0102105263157895,0.0289473684210526,0.0154736842105263,0.0201578947368421,4.15926315789474,0.288461538461539,NA,30.3,130.6,13.8,342.6,13.7,342.6,1725,1725,365,5.2,21.7,16.5
"Yakusugi--260m",0.657894736842105,NA,NA,NA,NA,0.258384615384615,0.134846153846154,0.000871794871794872,0.245236842105263,27.8286153846154,26.6709487179487,0.449179487179487,10.4188974358974,25.0305909090909,0.564454545454545,38.5909090909091,2.875,39.6136363636364,28.0673076923077,7.65194871794872,79.4243333333333,30.3873076923077,0.53874358974359,1.26323076923077,1.08386363636364,1.64786363636364,1.79413636363636,0.0177272727272727,0.0220909090909091,0.0180909090909091,0.0205909090909091,2.6385,0.461538461538462,NA,30.3,130.6,18.5,341.6,18.4,341.6,3080,3080,365,10.4,26.3,15.9
"Yakusugi--800m",0.71875,NA,NA,NA,NA,0.2429375,0.145387096774194,0.00103225806451613,0.239413793103448,25.56134375,26.5266875,0.41003125,9.15028125,22.7021904761905,0.518590909090909,47.5,6,47.7727272727273,25.7798125,7.406375,90.23409375,34.9268125,0.55609375,1.592,1.20681818181818,1.85536363636364,2.23059090909091,0.0137727272727273,0.0214090909090909,0.0148181818181818,0.0187272727272727,3.31563636363636,0.328125,NA,30.3,130.6,14.7,335.3,14.6,335.3,1947,1947,365,6.3,22.6,16.3
"Yasuni-ridgetop",1,NA,NA,NA,NA,0.667243902439024,0.258375,0.000943548387096774,0.349778260869565,108.802825396825,45.4585396825397,0.548900793650794,19.1717936507937,54.2496111111111,1.58027777777778,54.0555555555556,NA,54.0555555555556,109.101115079365,8.87142063492064,59.9747886178862,23.5696865079365,0.558309523809524,0.664162698412698,1.02077777777778,0.948222222222222,0.973277777777778,0.0387777777777778,0.0130555555555556,0.0251111111111111,0.0257222222222222,0.522444444444444,0.857142857142857,NA,-0.7,-76.4,25.1,311.5,25.1,311.5,5510,5510,365,24.1,25.8,1.7
"Yasuni-valley bottom",1,NA,NA,NA,NA,0.692627450980392,0.292660377358491,0.00113207547169811,0.408333333333333,129.949811320755,50.450462962963,0.550574074074074,20.2445555555556,54.6972857142857,2.21014285714286,44.0714285714286,NA,44.0714285714286,130.358037037037,9.05440740740741,55.4485294117647,23.5717592592593,0.570185185185185,0.584074074074074,1.02814285714286,0.903428571428571,0.925142857142857,0.0867142857142857,0.0168571428571429,0.0375714285714286,0.039,0.734285714285714,0.87037037037037,NA,-0.7,-76.4,25.1,311.5,25.1,311.5,5510,5510,365,24.1,25.8,1.7
"York, PA",0.0181818181818182,NA,NA,NA,NA,NA,0.150156862745098,0.00105882352941176,NA,40.8581090909091,31.7520545454545,0.455963636363636,9.91350909090909,29.6251627906977,1.65262790697674,46.046511627907,9.5,51.3488372093023,40.8581090909091,7.834,NA,31.3734909090909,0.642163636363636,1.21416363636364,1.17558139534884,1.94353488372093,2.3006511627907,0.0668139534883721,0.0417906976744186,0.0402558139534884,0.0496511627906977,2.92490697674419,0.218181818181818,NA,39.9,-76.8,11.4,102.8,16.5,71.8,1691,1691,244,-1.5,23.6,25.1
