specimen_number,photo,leaf,site,morphotype,order,family,genus,species,Measurer.comments,margin,petiole_width,petiole_area,blade_area,blade_perimeter,feret,minimum_feret,raw_blade_area,raw_blade_perimeter,internal_raw_blade_area,internal_raw_blade_perimeter,length_of_cut_perimeter,no_of_primary_teeth,no_of_subsidiary_teeth,lma_g_m2,latitude_N,longitude_E,MAT_C,MAP_mm,diurnal.range_C,isothermality,temp.seasonality,max.temp.warmest.month_C,min.temp.coldest.month_C,MART_C,MART.quarter_C,temp.wet.quarter_C,temp.dry.quarter_C,temp.warm.quarter_C,temp.cold.quarter_C,precip.wet.month_mm,precip.dry.month_mm,precip.seasonality_mm,precip.wet.quarter_mm,precip.dry.quarter_mm,precip.season.month_mm,precip.season.quarter_mm,precip.warm.quarter_mm,precip.cold.quarter_mm
35,,,"Australia, Darwin: Vine_petiole_width_only",Capparis sp.,Brassicales,Capparaceae,Capparis,,,,0.15,,22.29492857,,,,,,,,,,,68.92598893,-12.41041667,130.8200833,27.69166667,1657.6,,,,,,,,,,,,,,,,,,,,
28,,,"Australia, Daintree_petiole_width_only",Cardwellia sublimis,Proteales,Proteaceae,Cardwellia,sublimis,,,0.2,,41.20453333,,,,,,,,,,,130.4294766,-16.10325,145.4461667,25.55,1918.1,,,,,,,,,,,,,,,,,,,,
76,,,"Mexico, Linares: Oak woodland_petiole_width_only",Casimiroa greggii,Sapindales,Rutaceae,Casimiroa,greggii,,,0.14,,26.4573,,,,,,,,,,,126.9970859,24.7489,-99.79931667,22.23333333,795.3,,,,,,,,,,,,,,,,,,,,
88,,,South Africa Zululand: Dry forest_petiole_width_only,Cassine papillosa,Celastrales,Celastraceae,Cassine,papillosa,,,0.21,,33.2715,,,,,,,,,,,124.1302616,-28.07206667,32.03855,21.06666667,943,,,,,,,,,,,,,,,,,,,,
3,,,"Argentina, Puerto Madryn: Steppe_petiole_width_only",Chuquiraga avellanedae,Asterales,Asteraceae,Chuquiraga,avellanedae,,,0.21,,0.671,,,,,,,,,,,438.3010432,-42.7903,-64.09165,13.65833333,201.1,,,,,,,,,,,,,,,,,,,,
66,,,"Israel, Adulam_petiole_width_only",Cistus salvifolius,Malvales,Cistaceae,Cistus,salvifolius,,,0.1222,,1.8499,,,,,,,,,,,145.2402833,32.55501667,34.93756667,19.125,655.8,,,,,,,,,,,,,,,,,,,,
70,,,"Israel, Hanadiv_petiole_width_only",Cistus salvifolius,Malvales,Cistaceae,Cistus,salvifolius,,,0.09,,1.125888889,,,,,,,,,,,129.3555709,31.6423,34.93455,19.425,407,,,,,,,,,,,,,,,,,,,,
52,,,"Australia, Toowomba_petiole_width_only",Corymbia maculata,Myrtales,Myrtaceae,Corymbia,maculata,,,0.18,,27.09225,,,,,,,,,,,136.9856693,-28.08541667,151.72905,17.38333333,701.3,,,,,,,,,,,,,,,,,,,,
17,,,"Australia, Alice Springs_petiole_width_only",Corymbia opaca,Myrtales,Myrtaceae,Corymbia,opaca,,,0.13,,7.764416667,,,,,,,,,,,260.1612055,-23.72461667,133.8628333,20.24166667,324.2,,,,,,,,,,,,,,,,,,,,
36,,,"Australia, Darwin: Vine_petiole_width_only",Cupaniopsis anacardioides,Sapindales,Sapindaceae,Cupaniopsis,anacardioides,,,0.17,,41.39833333,,,,,,,,,,,82.3704658,-12.41041667,130.8200833,27.69166667,1657.6,,,,,,,,,,,,,,,,,,,,
62,,,"Congo, Kabo: Mixed tropical rainforest_petiole_width_only",Dialium pachyphyllum,Fabales,Fabaceae,Dialium,pachyphyllum,,,0.19,,63.8276,,,,,,,,,,,46.38316834,2.1261,16.17776667,21.58333333,1671.9,,,,,,,,,,,,,,,,,,,,
59,,,"Congo, Kabo: Gilbertiodendron-dominated tropical rainforest_petiole_width_only",Diospyros abyssinica,Ericales,Ebenaceae,Diospyros,abyssinica,,,0.11,,21.7271,,,,,,,,,,,65.03599092,2.1359,16.18756667,21.58333333,1671.9,,,,,,,,,,,,,,,,,,,,
60,,,"Congo, Kabo: Gilbertiodendron-dominated tropical rainforest_petiole_width_only",Diospyros sp.,Ericales,Ebenaceae,Diospyros,,,,0.18,,48.8774,,,,,,,,,,,85.64380494,2.1359,16.18756667,21.58333333,1671.9,,,,,,,,,,,,,,,,,,,,
78,,,"Mexico, Linares: Thornscrub_petiole_width_only",Diospyros texana,Ericales,Ebenaceae,Diospyros,texana,,,0.08,,2.3494,,,,,,,,,,,72.35890014,24.78565,-99.51505,22.23333333,795.3,,,,,,,,,,,,,,,,,,,,
26,,,"Australia, Brisbane_petiole_width_only",Doryphora sassafrass,Laurales,Atherospermataceae,Doryphora,sassafrass,,,0.19,,18.4332,,,,,,,,,,,89.29540178,-28.21913333,153.1272,17.21666667,1585.7,,,,,,,,,,,,,,,,,,,,
29,,,"Australia, Daintree_petiole_width_only",Dysoxylum papuanum,Sapindales,Meliaceae,Dysoxylum,papuanum,,,0.15,,32.5075,,,,,,,,,,,75.98246558,-16.10325,145.4461667,25.55,1918.1,,,,,,,,,,,,,,,,,,,,
89,,,South Africa Zululand: Dry forest_petiole_width_only,Englerophytum natalens,Ericales,Sapotaceae,Englerophytum,natalens,,,0.12,,20.4192,,,,,,,,,,,69.54239147,-28.07206667,32.03855,21.06666667,943,,,,,,,,,,,,,,,,,,,,
18,,,"Australia, Alice Springs_petiole_width_only",Eucalyptus gammophylla,Myrtales,Myrtaceae,Eucalyptus,gammophylla,,,0.23,,44.01825,,,,,,,,,,,232.8011677,-23.72461667,133.8628333,20.24166667,324.2,,,,,,,,,,,,,,,,,,,,
19,,,"Australia, Alice Springs_petiole_width_only",Eucalyptus gillenii,Myrtales,Myrtaceae,Eucalyptus,gillenii,,,0.26,,26.30642857,,,,,,,,,,,277.0371175,-23.72461667,133.8628333,20.24166667,324.2,,,,,,,,,,,,,,,,,,,,
12,,,"Australia, Adelaide: Mallee_petiole_width_only",Eucalyptus incrassata,Myrtales,Myrtaceae,Eucalyptus,incrassata,,,0.24,,14.3039,,,,,,,,,,,361.9991751,-35.23505,139.1322333,14.04166667,363.2,,,,,,,,,,,,,,,,,,,,
42,,,"Australia, Perth: Woodland_petiole_width_only",Eucalyptus marginata,Myrtales,Myrtaceae,Eucalyptus,marginata,,,0.1911,,24.6295,,,,,,,,,,,113.23819,-32.02021667,116.0435667,17.16666667,1079.9,,,,,,,,,,,,,,,,,,,,
31,,,"Australia, Darwin: Savanna_petiole_width_only",Eucalyptus miniata,Myrtales,Myrtaceae,Eucalyptus,miniata,,,0.27,,71.5165,,,,,,,,,,,172.1281103,-12.45230556,131.1080278,27.60833333,1562.1,,,,,,,,,,,,,,,,,,,,
48,,,"Australia, Tasmania: Woodland_petiole_width_only",Eucalyptus oblongifolia,Myrtales,Myrtaceae,Eucalyptus,oblongifolia,,,0.29,,40.948,,,,,,,,,,,131.660887,-42.90863333,155.6333333,11.64166667,959.4,,,,,,,,,,,,,,,,,,,,
54,,,"Australia, Townsville: Savanna_petiole_width_only",Eucalyptus platyphylla,Myrtales,Myrtaceae,Eucalyptus,platyphylla,,,0.2577,,45.1098,,,,,,,,,,,139.4597183,-19.33671667,146.75485,23.075,967.7,,,,,,,,,,,,,,,,,,,,
11,,,"Australia, Adelaide: Chenopod_petiole_width_only",Eucalyptus sp.,Myrtales,Myrtaceae,Eucalyptus,,,,0.14,,8.0616,,,,,,,,,,,259.8739704,-34.34738333,139.5173667,16.76666667,243.1,,,,,,,,,,,,,,,,,,,,
16,,,"Australia, Adelaide: Sclerophyll_petiole_width_only",Eucalyptus sp.,Myrtales,Myrtaceae,Eucalyptus,,,,0.33,,23.3633,,,,,,,,,,,315.1523971,-34.31963333,139.5025833,16.76666667,243.1,,,,,,,,,,,,,,,,,,,,
20,,,"Australia, Armidale_petiole_width_only",Eucalyptus sp.,Myrtales,Myrtaceae,Eucalyptus,,,,0.2,,23.8061,,,,,,,,,,,190.8474425,-29.81518333,151.1209667,15.49166667,778.6,,,,,,,,,,,,,,,,,,,,
38,,,"Australia, Melbourne: Grassland_petiole_width_only",Eucalyptus sp.,Myrtales,Myrtaceae,Eucalyptus,,,,0.24,,33.4505,,,,,,,,,,,214.3166769,-38.00965,145.6197167,14.04166667,989.4,,,,,,,,,,,,,,,,,,,,
39,,,"Australia, Melbourne: Woodland_petiole_width_only",Eucalyptus sp. #1,Myrtales,Myrtaceae,Eucalyptus,,,,0.1788,,28.9821,,,,,,,,,,,130.8048761,-38.42978333,144.92245,14.41666667,876.7,,,,,,,,,,,,,,,,,,,,
40,,,"Australia, Melbourne: Woodland_petiole_width_only",Eucalyptus sp. #2,Myrtales,Myrtaceae,Eucalyptus,,,,0.21,,38.8057,,,,,,,,,,,164.9757639,-38.42978333,144.92245,14.41666667,876.7,,,,,,,,,,,,,,,,,,,,
93,,,"South Africa, Stellenbosch: Karoo_petiole_width_only",Euclea undulata,Ericales,Ebenaceae,Euclea,undulata,,,0.1,,1.9326,,,,,,,,,,,255.3554797,-33.60948333,19.45733333,15.75,807.2,,,,,,,,,,,,,,,,,,,,
7,,,"Argentina, Tucuman: Yungas S_petiole_width_only",Eugenia uniflora,Myrtales,Myrtaceae,Eugenia,uniflora,,,0.08125,,5.314333333,,,,,,,,,,,36.06598507,-26.7633,-65.33286667,11.75,397.9,,,,,,,,,,,,,,,,,,,,
63,,,"Congo, Kabo: Mixed tropical rainforest_petiole_width_only",Greenwayodendron suaveolens,Magnoliales,Annonaceae,Greenwayodendron,suaveolens,,,0.1471,,34.118,,,,,,,,,,,34.24070283,2.1261,16.17776667,21.58333333,1671.9,,,,,,,,,,,,,,,,,,,,
43,,,"Australia, Sydney: Sclerophyll Shrubland _petiole_width_only",Grevillea speciosa,Proteales,Proteaceae,Grevillea,speciosa,,,0.11,,0.618947368,,,,,,,,,,,171.9047619,-33.59491667,151.2762778,17.25,1354.9,,,,,,,,,,,,,,,,,,,,
74,,,"Mexico, Chamela_petiole_width_only",Guapira macrocarpa,Caryophyllales,Nyctaginaceae,Guapira,macrocarpa,,,0.1466,,36.2674,,,,,,,,,,,42.32451182,19.49991667,-105.043,25.48333333,1365.9,,,,,,,,,,,,,,,,,,,,
77,,,"Mexico, Linares: Oak woodland_petiole_width_only",Helietta parvifolia,Sapindales,Rutaceae,Helietta,parvifolia,,,0.1475,,4.239,,,,,,,,,,,108.5161595,24.7489,-99.79931667,22.23333333,795.3,,,,,,,,,,,,,,,,,,,,
81,,,"Peru, Los Amigos: Tropical rainforest_petiole_width_only",Hevea guianensis,Malpighiales,Euphorbiaceae,Hevea,guianensis,,,0.16,,50.886,,,,,,,,,,,27.51247887,-12.55215,-70.1112,24.88333333,3432.6,,,,,,,,,,,,,,,,,,,,
2,,,"Argentina, Puerto Madryn: Dune_petiole_width_only",Hyalis argentea,Asterales,Asteraceae,Hyalis,argentea,,,0.205,,1.7585,,,,,,,,,,,103.5541655,-42.76881667,-64.10093333,13.65833333,201.1,,,,,,,,,,,,,,,,,,,,
55,,,"Australia, Townsville: Vine_petiole_width_only",Jasminum didymum,Lamiales,Oleaceae,Jasminum,didymum,,,0.08,,5.403090909,,,,,,,,,,,73.52693744,-19.33205,146.7726,23.075,967.7,,,,,,,,,,,,,,,,,,,,
13,,,"Australia, Adelaide: Mallee_petiole_width_only",Leptospermum continentale,Myrtales,Myrtaceae,Leptospermum,continentale,,,0.09,,0.3435,,,,,,,,,,,244.5414847,-35.23505,139.1322333,14.04166667,363.2,,,,,,,,,,,,,,,,,,,,
92,,,"South Africa, Stellenbosch: Fynbos_petiole_width_only",Leucadendron sp.,Proteales,Proteaceae,Leucadendron,,,,0.16,,1.4863,,,,,,,,,,,208.5043396,-33.99246667,18.97498333,14.60833333,1005.7,,,,,,,,,,,,,,,,,,,,
21,,,"Australia, Armidale_petiole_width_only",Leucopogon sp. #1,Ericales,Ericaceae,Leucopogon,,,,0.05,,0.374,,,,,,,,,,,101.6042781,-29.81518333,151.1209667,15.49166667,778.6,,,,,,,,,,,,,,,,,,,,
22,,,"Australia, Armidale_petiole_width_only",Leucopogon sp. #2,Ericales,Ericaceae,Leucopogon,,,,0.07,,0.2336,,,,,,,,,,,132.7054795,-29.81518333,151.1209667,15.49166667,778.6,,,,,,,,,,,,,,,,,,,,
90,,,South Africa Zululand: Dry forest_petiole_width_only,Maytenus peduncularis,Celastrales,Celastraceae,Maytenus,peduncularis,,,0.102,,10.4765,,,,,,,,,,,74.45234573,-28.07206667,32.03855,21.06666667,943,,,,,,,,,,,,,,,,,,,,
14,,,"Australia, Adelaide: Mallee_petiole_width_only",Melaleuca uncinata,Myrtales,Myrtaceae,Melaleuca,uncinata,,,0.08,,0.3244,,,,,,,,,,,372.9963009,-35.23505,139.1322333,14.04166667,363.2,,,,,,,,,,,,,,,,,,,,
91,,,South Africa Zululand: Dry forest_petiole_width_only,Monanthotaxis ?caffra,Magnoliales,Annonaceae,Monanthotaxis,caffra,,,0.14,,14.8866,,,,,,,,,,,46.35040909,-28.07206667,32.03855,21.06666667,943,,,,,,,,,,,,,,,,,,,,
47,,,"Australia, Tasmania: Nothofagus forest_petiole_width_only",Nothofagus cunninghamii,Fagales,Nothofagaceae,Nothofagus,cunninghamii,,,0.07,,0.7754,,,,,,,,,,,88.98632964,-42.67931667,146.6689833,10.65833333,759.3,,,,,,,,,,,,,,,,,,,,
1,,,"Argentina, Bariloche_petiole_width_only",Nothofagus dombeyi,Fagales,Nothofagaceae,Nothofagus,dombeyi,,,0.0644,,2.0585,,,,,,,,,,,91.86300704,-41.24201667,-71.42526667,5.633333333,1007.9,,,,,,,,,,,,,,,,,,,,
53,,,"Australia, Toowomba_petiole_width_only",Olearia elliptica,Asterales,Asteraceae,Olearia,elliptica,,,0.14,,6.9068,,,,,,,,,,,93.67579776,-28.08541667,151.72905,17.38333333,701.3,,,,,,,,,,,,,,,,,,,,
4,,,"Argentina, Tucuman: Yungas N_petiole_width_only",Patagonula americana,Boraginales,Cordiaceae,Patagonula,americana,,,0.09,,6.4459,,,,,,,,,,,46.54121224,-23.74698333,-64.85421667,13.81666667,520.3,,,,,,,,,,,,,,,,,,,,
44,,,"Australia, Sydney: Sclerophyll Shrubland _petiole_width_only",Persoonia lanceolata,Proteales,Proteaceae,Persoonia,lanceolata,,,0.15,,5.4429,,,,,,,,,,,232.9640449,-33.59491667,151.2762778,17.25,1354.9,,,,,,,,,,,,,,,,,,,,
67,,,"Israel, Adulam_petiole_width_only",Phillyrea latifolia,Lamiales,Oleaceae,Phillyrea,latifolia,,,0.1,,2.7646,,,,,,,,,,,167.5432251,31.6423,34.93455,19.425,407,,,,,,,,,,,,,,,,,,,,
71,,,"Israel, Hanadiv_petiole_width_only",Phillyrea latifolia,Lamiales,Oleaceae,Phillyrea,latifolia,,,0.09,,2.0301,,,,,,,,,,,162.031427,32.55501667,34.93756667,19.125,655.8,,,,,,,,,,,,,,,,,,,,
75,,,"Mexico, Chamela_petiole_width_only",Phyllanthus mocinianus,Malpighiales,Phyllanthaceae,Phyllanthus,mocinianus,,,0.0322,,7.2751,,,,,,,,,,,26.18520708,19.49991667,-105.043,25.48333333,1365.9,,,,,,,,,,,,,,,,,,,,
5,,,"Argentina, Tucuman: Yungas N_petiole_width_only",Phyllostylon rhamnoides,Rosales,Ulmaceae,Phyllostylon,rhamnoides,,,0.0677,,7.5527,,,,,,,,,,,35.74880506,-23.74698333,-64.85421667,13.81666667,520.3,,,,,,,,,,,,,,,,,,,,
8,,,"Argentina, Tucuman: Yungas S_petiole_width_only",Piper tucumanensis,Piperales,Piperaceae,Piper,tucumanensis,,,0.19,,67.6686,,,,,,,,,,,37.83143142,-26.7633,-65.33286667,11.75,397.9,,,,,,,,,,,,,,,,,,,,
68,,,"Israel, Adulam_petiole_width_only",Pistacia lentiscus,Sapindales,Anacardiaceae,Pistacia,lentiscus,,,0.1,,1.701,,,,,,,,,,,192.9100529,31.6423,34.93455,19.425,407,,,,,,,,,,,,,,,,,,,,
64,,,"Congo, Kabo: Mixed tropical rainforest_petiole_width_only",Pleiocarpa bicarpellata,Gentianales,Apocynaceae,Pleiocarpa,bicarpellata,,,0.19,,51.9783,,,,,,,,,,,56.11316004,2.1261,16.17776667,21.58333333,1671.9,,,,,,,,,,,,,,,,,,,,
37,,,"Australia, Darwin: Vine_petiole_width_only",Polyalthia australis (nitidissima?),Magnoliales,Annonaceae,Polyalthia,australis,,,0.25,,88.2361,,,,,,,,,,,54.342837,-12.41041667,130.8200833,27.69166667,1657.6,,,,,,,,,,,,,,,,,,,,
82,,,"Peru, Los Amigos: Tropical rainforest_petiole_width_only",Pourouma minor,Rosales,Urticaceae,Pourouma,minor,,,0.19,,53.1393,,,,,,,,,,,43.28246703,-12.55215,-70.1112,24.88333333,3432.6,,,,,,,,,,,,,,,,,,,,
56,,,"Australia, Townsville: Vine_petiole_width_only",Pouteria sericea,Ericales,Sapotaceae,Pouteria,sericea,,,0.12,,11.5781,,,,,,,,,,,94.92058282,-19.33205,146.7726,23.075,967.7,,,,,,,,,,,,,,,,,,,,
83,,,"Peru, Los Amigos: Tropical rainforest_petiole_width_only",Pouteria sp.,Ericales,Sapotaceae,Pouteria,,,,0.15,,54.9993,,,,,,,,,,,74.54640332,-12.55215,-70.1112,24.88333333,3432.6,,,,,,,,,,,,,,,,,,,,
84,,,"Peru, Los Amigos: Tropical rainforest_petiole_width_only",Protium sp.,Sapindales,Burseraceae,Protium,,,,0.25,,150.686875,,,,,,,,,,,48.11301582,-12.55215,-70.1112,24.88333333,3432.6,,,,,,,,,,,,,,,,,,,,
85,,,"Peru, Los Amigos: Tropical rainforest on floodplain_petiole_width_only",Pseudolmedia laevis,Rosales,Moraceae,Pseudolmedia,laevis,,,0.2,,67.289125,,,,,,,,,,,55.72965914,-12.5717,-70.09258333,24.88333333,3432.6,,,,,,,,,,,,,,,,,,,,
9,,,"Argentina, Tucuman: Yungas S_petiole_width_only",Psychotria carthagenesis,Gentianales,Rubiaceae,Psychotria,carthagenesis,,,0.23,,37.7723,,,,,,,,,,,41.8295947,-26.7633,-65.33286667,11.75,397.9,,,,,,,,,,,,,,,,,,,,
49,,,"Australia, Tasmania: Woodland_petiole_width_only",Pultenaea juniperina,Fabales,Fabaceae,Pultenaea,juniperina,,,0.06,,0.1612,,,,,,,,,,,130.2729529,-42.90863333,155.6333333,11.64166667,959.4,,,,,,,,,,,,,,,,,,,,
50,,,"Australia, Tasmania: Woodland_petiole_width_only",Pultenaea obcordata,Fabales,Fabaceae,Pultenaea,obcordata,,,0.0775,,0.9619,,,,,,,,,,,94.60442873,-42.90863333,155.6333333,11.64166667,959.4,,,,,,,,,,,,,,,,,,,,
86,,,"Peru, Los Amigos: Tropical rainforest on floodplain_petiole_width_only",Quararibea wittii,Malvales,Malvaceae,Quararibea,wittii,,,0.25,,93.38875,,,,,,,,,,,45.5086935,-12.5717,-70.09258333,24.88333333,3432.6,,,,,,,,,,,,,,,,,,,,
69,,,"Israel, Adulam_petiole_width_only",Quercus calliprinos,Fagales,Fagaceae,Quercus,calliprinos,,,0.11,,5.3322,,,,,,,,,,,173.3937212,32.55501667,34.93756667,19.125,655.8,,,,,,,,,,,,,,,,,,,,
72,,,"Israel, Hanadiv_petiole_width_only",Quercus calliprinos,Fagales,Fagaceae,Quercus,calliprinos,,,0.09,,2.9765,,,,,,,,,,,177.423148,31.6423,34.93455,19.425,407,,,,,,,,,,,,,,,,,,,,
79,,,"Mexico, Linares: Thornscrub_petiole_width_only",Randia laevigata,Gentianales,Rubiaceae,Randia,laevigata,,,0.11,,5.1325,,,,,,,,,,,37.99318071,24.78565,-99.51505,22.23333333,795.3,,,,,,,,,,,,,,,,,,,,
87,,,"Peru, Los Amigos: Tropical rainforest on floodplain_petiole_width_only",Sorocea piliata,Rosales,Moraceae,Sorocea,piliata,,,0.228,,169.0761429,,,,,,,,,,,53.23045492,-12.5717,-70.09258333,24.88333333,3432.6,,,,,,,,,,,,,,,,,,,,
95,,,"South Africa, Zululand: Savanna_petiole_width_only",Spirostachys africana,Caryophyllales,Amaranthaceae,Spirostachys,africana,,,0.08,,5.7378,,,,,,,,,,,66.22747394,-28.22128333,31.79411667,21.475,885.2,,,,,,,,,,,,,,,,,,,,
65,,,"Congo, Kabo: Mixed tropical rainforest_petiole_width_only",Strombosia pustulata,Santalales,Olacaceae,Strombosia,pustulata,,,0.2566,,101.4521,,,,,,,,,,,61.01870923,2.1261,16.17776667,21.58333333,1671.9,,,,,,,,,,,,,,,,,,,,
57,,,"Australia, Townsville: Vine_petiole_width_only",Strychnos lucida,Gentianales,Loganiaceae,Strychnos,lucida,,,0.15,,11.9077,,,,,,,,,,,61.55680778,-19.33205,146.7726,23.075,967.7,,,,,,,,,,,,,,,,,,,,
30,,,"Australia, Daintree_petiole_width_only",Syzygium sayeri,Myrtales,Myrtaceae,Syzygium,sayeri,,,0.27,,53.745375,,,,,,,,,,,108.7302861,-16.10325,145.4461667,25.55,1918.1,,,,,,,,,,,,,,,,,,,,
32,,,"Australia, Darwin: Savanna_petiole_width_only",Terminalia fernandiana,Myrtales,Combretaceae,Terminalia,fernandiana,,,0.4,,156.0438333,,,,,,,,,,,129.1944678,-12.45230556,131.1080278,27.60833333,1562.1,,,,,,,,,,,,,,,,,,,,
61,,,"Congo, Kabo: Gilbertiodendron-dominated tropical rainforest_petiole_width_only",Thomandersia sp.,Lamiales,Thomandersiaceae,Thomandersia,,,,0.22,,76.095,,,,,,,,,,,44.80045876,2.1359,16.18756667,21.58333333,1671.9,,,,,,,,,,,,,,,,,,,,
6,,,"Argentina, Tucuman: Yungas N_petiole_width_only",Trichilia hyeronimyi,Sapindales,Meliaceae,Trichilia,hyeronimyi,,,0.13,,17.17133333,,,,,,,,,,,80.07531933,-23.74698333,-64.85421667,13.81666667,520.3,,,,,,,,,,,,,,,,,,,,
15,,,"Australia, Adelaide: Sclerophyll_petiole_width_only",unknown sp.,,,,,,,0.03,,0.0594,,,,,,,,,,,151.5151515,-34.31963333,139.5025833,16.76666667,243.1,,,,,,,,,,,,,,,,,,,,
33,,,"Australia, Darwin: Savanna_petiole_width_only",Xanthostemon paradoxus,Myrtales,Myrtaceae,Xanthostemon,paradoxus,,,0.35,,43.19558333,,,,,,,,,,,106.446068,-12.45230556,131.1080278,27.60833333,1562.1,,,,,,,,,,,,,,,,,,,,
96,,,Alcornocales Natural Park_petiole_width_only,Acer campestre,Sapindales,Sapindaceae,Acer,campestre,,,0.150333333,,29.09113333,,,,,,,,,,,39.18034711,36.416864,-5.581529,16.12916756,784,,,,,,,,,,,,,,,,,,,,
97,,,Alcornocales Natural Park_petiole_width_only,Acer pseudoplatanus,Sapindales,Sapindaceae,Acer,pseudoplatanus,,,0.123166667,,63.0507,,,,,,,,,,,55.12460542,36.416864,-5.581529,16.12916756,784,,,,,,,,,,,,,,,,,,,,
98,,,Alcornocales Natural Park_petiole_width_only,Arbutus unedo,Ericales,Ericaceae,Arbutus,unedo,,,0.141166667,,11.38123333,,,,,,,,,,,64.06609537,36.416864,-5.581529,16.12916756,784,,,,,,,,,,,,,,,,,,,,
