specimen_number,photo,leaf,site,morphotype,order,family,genus,species,Measurer.comments,margin,petiole_width,petiole_area,blade_area,blade_perimeter,feret,minimum_feret,raw_blade_area,raw_blade_perimeter,internal_raw_blade_area,internal_raw_blade_perimeter,length_of_cut_perimeter,no_of_primary_teeth,no_of_subsidiary_teeth,lma_g_m2,latitude_N,longitude_E,MAT_C,MAP_mm,diurnal.range_C,isothermality,temp.seasonality,max.temp.warmest.month_C,min.temp.coldest.month_C,MART_C,MART.quarter_C,temp.wet.quarter_C,temp.dry.quarter_C,temp.warm.quarter_C,temp.cold.quarter_C,precip.wet.month_mm,precip.dry.month_mm,precip.seasonality_mm,precip.wet.quarter_mm,precip.dry.quarter_mm,precip.season.month_mm,precip.season.quarter_mm,precip.warm.quarter_mm,precip.cold.quarter_mm
99,,,Alcornocales Natural Park_petiole_width_only,Ceanothus thyrsiflorus,Rosales,Rhamnaceae,Ceanothus,thyrsiflorus,,,0.0855,,4.255797556,,,,,,,,,,,174.0891374,36.416864,-5.581529,16.12916756,784,,,,,,,,,,,,,,,,,,,,
100,,,Alcornocales Natural Park_petiole_width_only,Celtis australis,Rosales,Cannabaceae,Celtis,australis,,,0.174,,112.0012333,,,,,,,,,,,38.80376893,36.416864,-5.581529,16.12916756,784,,,,,,,,,,,,,,,,,,,,
101,,,Alcornocales Natural Park_petiole_width_only,Cercis siliquastrum,Fabales,Fabaceae,Cercis,siliquastrum,,,0.244333333,,74.25093333,,,,,,,,,,,64.25559274,36.416864,-5.581529,16.12916756,784,,,,,,,,,,,,,,,,,,,,
102,,,Alcornocales Natural Park_petiole_width_only,Elaeagnus angustifolia,Rosales,Elaeagnaceae,Elaeagnus,angustifolia,,,0.088833333,,10.15896667,,,,,,,,,,,101.5426667,36.416864,-5.581529,16.12916756,784,,,,,,,,,,,,,,,,,,,,
103,,,Alcornocales Natural Park_petiole_width_only,Hippophae rhamnoides,Rosales,Elaeagnaceae,Hippophae,rhamnoides,,,0.165608,,4.526066667,,,,,,,,,,,150.0025802,36.416864,-5.581529,16.12916756,784,,,,,,,,,,,,,,,,,,,,
104,,,Alcornocales Natural Park_petiole_width_only,Myrtus communis,Myrtales,Myrtaceae,Myrtus,communis,,,0.0805,,3.3813,,,,,,,,,,,102.9862538,36.416864,-5.581529,16.12916756,784,,,,,,,,,,,,,,,,,,,,
105,,,Alcornocales Natural Park_petiole_width_only,Nerium oleander,Gentianales,Apocynaceae,Nerium,oleander,,,0.2818125,,29.389075,,,,,,,,,,,150.1623503,36.416864,-5.581529,16.12916756,784,,,,,,,,,,,,,,,,,,,,
106,,,Alcornocales Natural Park_petiole_width_only,Olea europaea,Lamiales,Oleaceae,Olea,europaea,,,0.106666667,,5.250733333,,,,,,,,,,,164.1766054,36.416864,-5.581529,16.12916756,784,,,,,,,,,,,,,,,,,,,,
107,,,Alcornocales Natural Park_petiole_width_only,Phlomis purpurea,Lamiales,Lamiaceae,Phlomis,purpurea,,,0.1679,,8.13958,,,,,,,,,,,137.7318716,36.416864,-5.581529,16.12916756,784,,,,,,,,,,,,,,,,,,,,
108,,,Alcornocales Natural Park_petiole_width_only,Platanus hybrida,Proteales,Platanaceae,Platanus,hybrida,,,0.233,,264.8078667,,,,,,,,,,,67.97734942,36.416864,-5.581529,16.12916756,784,,,,,,,,,,,,,,,,,,,,
109,,,Alcornocales Natural Park_petiole_width_only,Populus alba,Malpighiales,Salicaceae,Populus,alba,,,0.084166667,,12.32593333,,,,,,,,,,,102.3754696,36.416864,-5.581529,16.12916756,784,,,,,,,,,,,,,,,,,,,,
110,,,Alcornocales Natural Park_petiole_width_only,Prunus laurocerasus,Rosales,Rosaceae,Prunus,laurocerasus,,,0.222166667,,28.26363333,,,,,,,,,,,130.3635736,36.416864,-5.581529,16.12916756,784,,,,,,,,,,,,,,,,,,,,
111,,,Alcornocales Natural Park_petiole_width_only,Quercus canariensis,Fagales,Fagaceae,Quercus,canariensis,,,0.132333333,,28.30716667,,,,,,,,,,,109.5563057,36.416864,-5.581529,16.12916756,784,,,,,,,,,,,,,,,,,,,,
112,,,Alcornocales Natural Park_petiole_width_only,Quercus suber,Fagales,Fagaceae,Quercus,suber,,,0.069666667,,2.937433333,,,,,,,,,,,142.3732567,36.416864,-5.581529,16.12916756,784,,,,,,,,,,,,,,,,,,,,
113,,,Alcornocales Natural Park_petiole_width_only,Ribes rubrum,Saxifragales,Grossulariaceae,Ribes,rubrum,,,0.0867,,15.35372,,,,,,,,,,,49.50834719,36.416864,-5.581529,16.12916756,784,,,,,,,,,,,,,,,,,,,,
114,,,Alcornocales Natural Park_petiole_width_only,Syringa vulgaris,Lamias,Oleaceae,Syringa,vulgaris,,,0.2955,,54.32773333,,,,,,,,,,,71.41170345,36.416864,-5.581529,16.12916756,784,,,,,,,,,,,,,,,,,,,,
115,,,Alcornocales Natural Park_petiole_width_only,Viburnum davidii,Dipsacales,Adoxaceae,Viburnum,davidii,,,0.116,,7.5181,,,,,,,,,,,78.48711284,36.416864,-5.581529,16.12916756,784,,,,,,,,,,,,,,,,,,,,
116,,,Alcornocales Natural Park_petiole_width_only,Vitis vinifera,Vitales,Vitaceae,Vitis,vinifera,,,0.149166667,,56.8525,,,,,,,,,,,65.03313575,36.416864,-5.581529,16.12916756,784,,,,,,,,,,,,,,,,,,,,
117,,,"Frodsham, Tasmania_petiole_width_only",Acacia mucronata,Fabales,Fabaceae,Acacia,mucronata,,,0.112,,0.962,,,,,,,,,,,288.981289,-42.8,146.4,8.095833778,1890,,,,,,,,,,,,,,,,,,,,
118,,,"Frodsham, Tasmania_petiole_width_only",Agastachys odorata,Proteales,Proteaceae,Agastachys,odorata,,,0.2175,,3.895166667,,,,,,,,,,,273.11,-42.8,146.4,8.095833778,1890,,,,,,,,,,,,,,,,,,,,
119,,,"Frodsham, Tasmania_petiole_width_only",Banksia marginata,Proteales,Proteaceae,Banksia,marginata,,,0.1124,,1.4884,,,,,,,,,,,204.6492878,-42.8,146.4,8.095833778,1890,,,,,,,,,,,,,,,,,,,,
120,,,"Frodsham, Tasmania_petiole_width_only",Cenarrhenes nitida,Proteales,Proteaceae,Cenarrhenes,nitida,,,0.2176,,21.5044,,,,,,,,,,,225.9677089,-42.8,146.4,8.095833778,1890,,,,,,,,,,,,,,,,,,,,
121,,,"Frodsham, Tasmania_petiole_width_only",Eucalyptus nitida,Myrtales,Myrtaceae,Eucalyptus,nitida,,,0.1344,,15.0854,,,,,,,,,,,194.519204,-42.8,146.4,8.095833778,1890,,,,,,,,,,,,,,,,,,,,
122,,,"Frodsham, Tasmania_petiole_width_only",Eucalyptus obliqua,Myrtales,Myrtaceae,Eucalyptus,obliqua,,,0.177,,34.6012,,,,,,,,,,,221.5009884,-42.8,146.4,8.095833778,1890,,,,,,,,,,,,,,,,,,,,
123,,,"Frodsham, Tasmania_petiole_width_only",Gaultheria hispida,Ericales,Ericaceae,Gaultheria,hispida,,,0.113133333,,1.8254,,,,,,,,,,,174.3179577,-42.8,146.4,8.095833778,1890,,,,,,,,,,,,,,,,,,,,
124,,,"Frodsham, Tasmania_petiole_width_only",Leptecophylla juniperina,Ericales,Ericaceae,Leptecophylla,juniperina,,,0.0544,,0.1282,,,,,,,,,,,162.2464899,-42.8,146.4,8.095833778,1890,,,,,,,,,,,,,,,,,,,,
125,,,"Frodsham, Tasmania_petiole_width_only",Leptospermum glaucescens,Myrtales,Myrtaceae,Leptospermum,glaucescens,,,0.051933333,,0.2436,,,,,,,,,,,197.044335,-42.8,146.4,8.095833778,1890,,,,,,,,,,,,,,,,,,,,
126,,,"Frodsham, Tasmania_petiole_width_only",Leptospermum nitidum,Myrtales,Myrtaceae,Leptospermum,nitidum,,,0.081666667,,0.235,,,,,,,,,,,143.8297872,-42.8,146.4,8.095833778,1890,,,,,,,,,,,,,,,,,,,,
127,,,"Frodsham, Tasmania_petiole_width_only",Melaleuca squarrosa,Myrtales,Myrtaceae,Melaleuca,squarrosa,,,0.1264,,0.5262,,,,,,,,,,,148.6126948,-42.8,146.4,8.095833778,1890,,,,,,,,,,,,,,,,,,,,
128,,,"Frodsham, Tasmania_petiole_width_only",Monotoca glauca,Ericales,Ericaceae,Monotoca,glauca,,,0.075,,0.392,,,,,,,,,,,166.3265306,-42.8,146.4,8.095833778,1890,,,,,,,,,,,,,,,,,,,,
129,,,"Frodsham, Tasmania_petiole_width_only",Oxylobium ellipticum,Fabales,Fabaceae,Oxylobium,ellipticum,,,0.1053,,1.511,,,,,,,,,,,153.8054269,-42.8,146.4,8.095833778,1890,,,,,,,,,,,,,,,,,,,,
130,,,"Frodsham, Tasmania_petiole_width_only",Persoonia gunnii,Proteales,Proteaceae,Persoonia,gunnii,,,0.1568,,1.1884,,,,,,,,,,,235.6109054,-42.8,146.4,8.095833778,1890,,,,,,,,,,,,,,,,,,,,
131,,,"Hobart Wet Sclerophyll, Tasmania_petiole_width_only",Acacia melanoxylon,Fabales,Fabaceae,Acacia,melanoxylon,,,0.1562,,14.6428,,,,,,,,,,,148.0423812,-42.9,147.3,11.29166698,792,,,,,,,,,,,,,,,,,,,,
132,,,"Hobart Wet Sclerophyll, Tasmania_petiole_width_only",Bedfordia salicina,Asterales,Asteraceae,Bedfordia,salicina,,,0.2184,,11.6934,,,,,,,,,,,118.4823956,-42.9,147.3,11.29166698,792,,,,,,,,,,,,,,,,,,,,
133,,,"Hobart Wet Sclerophyll, Tasmania_petiole_width_only",Beyeria viscosa,Malpighiales,Euphorbiaceae,Beyeria,viscosa,,,0.1058,,2.8484,,,,,,,,,,,145.6467453,-42.9,147.3,11.29166698,792,,,,,,,,,,,,,,,,,,,,
134,,,"Hobart Wet Sclerophyll, Tasmania_petiole_width_only",Bursaria spinosa,Apiales,Pittosporaceae,Bursaria,spinosa,,,0.0996,,1.6748,,,,,,,,,,,147.2714049,-42.9,147.3,11.29166698,792,,,,,,,,,,,,,,,,,,,,
135,,,"Hobart Wet Sclerophyll, Tasmania_petiole_width_only",Dodonaea viscosa,Sapindales,Sapindaceae,Dodonaea,viscosa,,,0.0992,,2.8192,,,,,,,,,,,108.3457165,-42.9,147.3,11.29166698,792,,,,,,,,,,,,,,,,,,,,
136,,,"Hobart Wet Sclerophyll, Tasmania_petiole_width_only",Eucalyptus obliqua,Myrtales,Myrtaceae,Eucalyptus,obliqua,,,0.1776,,36.5432,,,,,,,,,,,157.2851593,-42.9,147.3,11.29166698,792,,,,,,,,,,,,,,,,,,,,
137,,,"Hobart Wet Sclerophyll, Tasmania_petiole_width_only",Nematolepis squamea,Sapindales,Rutaceae,Nematolepis,squamea,,,0.1162,,4.0328,,,,,,,,,,,139.5488488,-42.9,147.3,11.29166698,792,,,,,,,,,,,,,,,,,,,,
138,,,"Hobart Wet Sclerophyll, Tasmania_petiole_width_only",Olearia argophylla,Asterales,Asteraceae,Olearia,argophylla,,,0.2118,,31.2356,,,,,,,,,,,120.0425369,-42.9,147.3,11.29166698,792,,,,,,,,,,,,,,,,,,,,
139,,,"Hobart Wet Sclerophyll, Tasmania_petiole_width_only",Pittosporum bicolor,Apiales,Pittosporaceae,Pittosporum,bicolor,,,0.1104,,2.9034,,,,,,,,,,,135.013912,-42.9,147.3,11.29166698,792,,,,,,,,,,,,,,,,,,,,
140,,,"Hobart Wet Sclerophyll, Tasmania_petiole_width_only",Pomaderris apetala,Rosales,Rhamnaceae,Pomaderris,apetala,,,0.1476,,13.0072,,,,,,,,,,,109.2225955,-42.9,147.3,11.29166698,792,,,,,,,,,,,,,,,,,,,,
141,,,"Hobart Wet Sclerophyll, Tasmania_petiole_width_only",Zieria arborescens,Sapindales,Rutaceae,Zieria,arborescens,,,0.1132,,4.6916,,,,,,,,,,,80.40008661,-42.9,147.3,11.29166698,792,,,,,,,,,,,,,,,,,,,,
142,,,Kokee Park_petiole_width_only,Acacia koa,Fabales,Fabaceae,Acacia,koa,,,0.183333333,,17.38,,,,,,,,,,,159.031428,-33.61666667,151.2166667,15.5,2500,,,,,,,,,,,,,,,,,,,,
143,,,Kokee Park_petiole_width_only,Broussaisia arguta,Cornales,Hydrangeaceae,Broussaisia,arguta,,,0.371666667,,99.45,,,,,,,,,,,98.71474647,-33.61666667,151.2166667,15.5,2500,,,,,,,,,,,,,,,,,,,,
144,,,Kokee Park_petiole_width_only,Chamaesyce atrococca,Malpighiales,Euphorbiaceae,Chamaesyce,atrococca,,,0.064,,22.25,,,,,,,,,,,92.63640678,-33.61666667,151.2166667,15.5,2500,,,,,,,,,,,,,,,,,,,,
145,,,Kokee Park_petiole_width_only,Chamaesyce remyi var remyi,Malpighiales,Euphorbiaceae,Chamaesyce,remyi,,,0.125833333,,65.20333333,,,,,,,,,,,108.185576,-33.61666667,151.2166667,15.5,2500,,,,,,,,,,,,,,,,,,,,
146,,,Kokee Park_petiole_width_only,Cheirodendron platyphyllum,Apiales,Araliaceae,Cheirodendron,platyphyllum,,,0.1,,43.6,,,,,,,,,,,76.01962012,-33.61666667,151.2166667,15.5,2500,,,,,,,,,,,,,,,,,,,,
147,,,Kokee Park_petiole_width_only,Dodonaea viscosa,Sapindales,Sapindaceae,Dodonaea,viscosa,,,0.153333333,,14.83333333,,,,,,,,,,,79.32814166,-33.61666667,151.2166667,15.5,2500,,,,,,,,,,,,,,,,,,,,
148,,,Kokee Park_petiole_width_only,Metrosideros polymorpha,Myrtales,Myrtaceae,Metrosideros,polymorpha,,,0.181666667,,7.875,,,,,,,,,,,152.2871482,-33.61666667,151.2166667,15.5,2500,,,,,,,,,,,,,,,,,,,,
149,,,Kokee Park_petiole_width_only,Nestegis sandwicensis,Lamiales,Oleaceae,Nestegis,sandwicensis,,,0.271666667,,27.43333333,,,,,,,,,,,224.3603996,-33.61666667,151.2166667,15.5,2500,,,,,,,,,,,,,,,,,,,,
150,,,Kokee Park_petiole_width_only,Perrottetia sandwicensis,Huerteales,Dipentodontaceae,Perrottetia,sandwicensis,,,0.231666667,,34.3,,,,,,,,,,,107.950392,-33.61666667,151.2166667,15.5,2500,,,,,,,,,,,,,,,,,,,,
151,,,Kokee Park_petiole_width_only,Scaevola procera,Asterales,Goodeniaceae,Scaevola,procera,,,0.196666667,,20.76666667,,,,,,,,,,,86.81762986,-33.61666667,151.2166667,15.5,2500,,,,,,,,,,,,,,,,,,,,
152,,,Kuringai Chase National Park (high P)_petiole_width_only,Astrotricha floccosa,Apiales,Araliaceae,Astrotricha,floccosa,,,0.177333333,,29.0558,,,,,,,,,,,61.62544745,-33.61666667,151.2166667,17.5,1148,,,,,,,,,,,,,,,,,,,,
153,,,Kuringai Chase National Park (high P)_petiole_width_only,Correa reflexa,Sapindales,Rutaceae,Correa,reflexa,,,0.059666667,,2.0886,,,,,,,,,,,98.73889365,-33.61666667,151.2166667,17.5,1148,,,,,,,,,,,,,,,,,,,,
154,,,Kuringai Chase National Park (high P)_petiole_width_only,Eucalyptus umbra,Myrtales,Myrtaceae,Eucalyptus,umbra,,,0.18,,39.387,,,,,,,,,,,205.8,-33.61666667,151.2166667,17.5,1148,,,,,,,,,,,,,,,,,,,,
155,,,Kuringai Chase National Park (high P)_petiole_width_only,Lasiopetalum ferrugineum,Malvales,Malvaceae,Lasiopetalum,ferrugineum,,,0.083333333,,6.5799,,,,,,,,,,,112.3450593,-33.61666667,151.2166667,17.5,1148,,,,,,,,,,,,,,,,,,,,
156,,,Kuringai Chase National Park (high P)_petiole_width_only,Pomaderris ferruginea,Rosales,Rhamnaceae,Pomaderris,ferruginea,,,0.113666667,,10.69196667,,,,,,,,,,,137.3348734,-33.61666667,151.2166667,17.5,1148,,,,,,,,,,,,,,,,,,,,
157,,,Kuringai Chase National Park (high P)_petiole_width_only,Pultenaea daphnoides,Fabales,Fabaceae,Pultenaea,daphnoides,,,0.058666667,,1.263366667,,,,,,,,,,,108.9510155,-33.61666667,151.2166667,17.5,1148,,,,,,,,,,,,,,,,,,,,
158,,,Kuringai Chase National Park (high P)_petiole_width_only,Pultenaea flexilis,Fabales,Fabaceae,Pultenaea,flexilis,,,0.035,,0.3055,,,,,,,,,,,111.1468458,-33.61666667,151.2166667,17.5,1148,,,,,,,,,,,,,,,,,,,,
159,,,Kuringai Chase National Park (high P)_petiole_width_only,Syncarpia glomulifera,Myrtales,Myrtaceae,Syncarpia,glomulifera,,,0.127333333,,10.65016667,,,,,,,,,,,140.5856057,-33.61666667,151.2166667,17.5,1148,,,,,,,,,,,,,,,,,,,,
160,,,Kuringai Chase National Park (high P)_petiole_width_only,Synoum glandulosum,Sapindales,Meliaceae,Synoum,glandulosum,,,0.107333333,,7.103066667,,,,,,,,,,,127.0982116,-33.61666667,151.2166667,17.5,1148,,,,,,,,,,,,,,,,,,,,
161,,,Kuringai Chase National Park (high P)_petiole_width_only,Xylomelum pyriforme,Proteales,Proteaceae,Xylomelum,pyriforme,,,0.191,,18.2404,,,,,,,,,,,179.7420106,-33.61666667,151.2166667,17.5,1148,,,,,,,,,,,,,,,,,,,,
162,,,Kuringai Chase National Park (low P)_petiole_width_only,Acacia suaveolens,Fabales,Fabaceae,Acacia,suaveolens,,,0.120333333,,2.7934,,,,,,,,,,,238.2120678,-32.97152778,146.15,17.1,412,,,,,,,,,,,,,,,,,,,,
163,,,Kuringai Chase National Park (low P)_petiole_width_only,Banksia marginata,Proteales,Proteaceae,Banksia,marginata,,,0.097666667,,2.204366667,,,,,,,,,,,173.4385972,-32.97152778,146.15,17.1,412,,,,,,,,,,,,,,,,,,,,
164,,,Kuringai Chase National Park (low P)_petiole_width_only,Boronia ledifolia,Sapindales,Rutaceae,Boronia,ledifolia,,,0.069666667,,0.599066667,,,,,,,,,,,214.0670194,-32.97152778,146.15,17.1,412,,,,,,,,,,,,,,,,,,,,
165,,,Kuringai Chase National Park (low P)_petiole_width_only,Corymbia gummifera,Myrtales,Myrtaceae,Corymbia,gummifera,,,0.208,,10.893,,,,,,,,,,,259.4273264,-32.97152778,146.15,17.1,412,,,,,,,,,,,,,,,,,,,,
166,,,Kuringai Chase National Park (low P)_petiole_width_only,Eriostemon australasius,Sapindales,Rutaceae,Eriostemon,australasius,,,0.077666667,,1.185466667,,,,,,,,,,,153.408174,-32.97152778,146.15,17.1,412,,,,,,,,,,,,,,,,,,,,
167,,,Kuringai Chase National Park (low P)_petiole_width_only,Eucalyptus haemostoma,Myrtales,Myrtaceae,Eucalyptus,haemostoma,,,0.193333333,,17.9531,,,,,,,,,,,275.3981644,-32.97152778,146.15,17.1,412,,,,,,,,,,,,,,,,,,,,
168,,,Kuringai Chase National Park (low P)_petiole_width_only,Grevillea buxifolia,Proteales,Proteaceae,Grevillea,buxifolia,,,0.104,,0.611366667,,,,,,,,,,,120.4943569,-32.97152778,146.15,17.1,412,,,,,,,,,,,,,,,,,,,,
169,,,Kuringai Chase National Park (low P)_petiole_width_only,Grevillea speciosa,Proteales,Proteaceae,Grevillea,speciosa,,,0.086666667,,1.4985,,,,,,,,,,,158.7358554,-32.97152778,146.15,17.1,412,,,,,,,,,,,,,,,,,,,,
170,,,Kuringai Chase National Park (low P)_petiole_width_only,Hakea dactyloides,Proteales,Proteaceae,Hakea,dactyloides,,,0.158666667,,6.371266667,,,,,,,,,,,316.0517851,-32.97152778,146.15,17.1,412,,,,,,,,,,,,,,,,,,,,
171,,,Kuringai Chase National Park (low P)_petiole_width_only,Hibbertia bracteata,Dilleniales,Dilleniaceae,Hibbertia,bracteata,,,0.083666667,,0.611433333,,,,,,,,,,,134.0593538,-32.97152778,146.15,17.1,412,,,,,,,,,,,,,,,,,,,,
172,,,Kuringai Chase National Park (low P)_petiole_width_only,Lambertia formosa,Proteales,Proteaceae,Lambertia,formosa,,,0.068333333,,1.579566667,,,,,,,,,,,260.834201,-32.97152778,146.15,17.1,412,,,,,,,,,,,,,,,,,,,,
173,,,Kuringai Chase National Park (low P)_petiole_width_only,Persoonia levis,Proteales,Proteaceae,Persoonia,levis,,,0.126666667,,25.5247,,,,,,,,,,,209.3338659,-32.97152778,146.15,17.1,412,,,,,,,,,,,,,,,,,,,,
174,,,Kuringai Chase National Park (low P)_petiole_width_only,Phyllota phylicoides,Fabales,Fabaceae,Phyllota,phylicoides,,,0.028333333,,0.122133333,,,,,,,,,,,137.2515674,-32.97152778,146.15,17.1,412,,,,,,,,,,,,,,,,,,,,
175,,,Kuringai Chase National Park (low P)_petiole_width_only,Pimelea linifolia,Malvales,Thymelaeaceae,Pimelea,linifolia,,,0.049666667,,0.353433333,,,,,,,,,,,106.7072822,-32.97152778,146.15,17.1,412,,,,,,,,,,,,,,,,,,,,
176,,,Margaret River_petiole_width_only,?Pimelea sp.,Malvales,Thymelaeaceae,Pimelea,sp.,,,0.074333333,,0.4658,,,,,,,,,,,239.5878059,-34.1,115.1,16.52499962,1147,,,,,,,,,,,,,,,,,,,,
177,,,Margaret River_petiole_width_only,Acacia elongate,Fabales,Fabaceae,Acacia,elongate,,,0.1658,,5.5542,,,,,,,,,,,118.1448273,-34.1,115.1,16.52499962,1147,,,,,,,,,,,,,,,,,,,,
178,,,Margaret River_petiole_width_only,Agonis flexuosa,Myrtales,Myrtaceae,Agonis,flexuosa,,,0.0788,,3.5036,,,,,,,,,,,102.1235301,-34.1,115.1,16.52499962,1147,,,,,,,,,,,,,,,,,,,,
179,,,Margaret River_petiole_width_only,Baeckea sp.,Myrtales,Myrtaceae,Baeckea,sp.,,,0.0628,,0.121333333,,,,,,,,,,,603.2967033,-34.1,115.1,16.52499962,1147,,,,,,,,,,,,,,,,,,,,
180,,,Margaret River_petiole_width_only,Banksia grandis,Proteales,Proteaceae,Banksia,grandis,,,0.3505,,138.4385,,,,,,,,,,,220.2939693,-34.1,115.1,16.52499962,1147,,,,,,,,,,,,,,,,,,,,
181,,,Margaret River_petiole_width_only,Banksia ilicifolia,Proteales,Proteaceae,Banksia,ilicifolia,,,0.2582,,18.8528,,,,,,,,,,,307.2328779,-34.1,115.1,16.52499962,1147,,,,,,,,,,,,,,,,,,,,
182,,,Margaret River_petiole_width_only,cf. Lasiopetalum,Malvales,Malvaceae,Lasiopetalum,,,,0.1198,,2.1732,,,,,,,,,,,93.22657832,-34.1,115.1,16.52499962,1147,,,,,,,,,,,,,,,,,,,,
183,,,Margaret River_petiole_width_only,Epacridaceae medium,Ericales,Ericaceae,,,,,0.075933333,,0.289533333,,,,,,,,,,,334.3311075,-34.1,115.1,16.52499962,1147,,,,,,,,,,,,,,,,,,,,
184,,,Margaret River_petiole_width_only,Epacridaceae small,Ericales,Ericaceae,,,,,0.055933333,,0.142533333,,,,,,,,,,,318.5219832,-34.1,115.1,16.52499962,1147,,,,,,,,,,,,,,,,,,,,
185,,,Margaret River_petiole_width_only,Eucalyptus sp.#1,Myrtales,Myrtaceae,Eucalyptus,,,,0.2244,,35.1604,,,,,,,,,,,153.0869956,-34.1,115.1,16.52499962,1147,,,,,,,,,,,,,,,,,,,,
186,,,Margaret River_petiole_width_only,Eucalyptus sp.#2,Myrtales,Myrtaceae,Eucalyptus,,,,0.2004,,26.3552,,,,,,,,,,,147.1208718,-34.1,115.1,16.52499962,1147,,,,,,,,,,,,,,,,,,,,
187,,,Margaret River_petiole_width_only,Fabaceae sp. #1,Fabales,Fabaceae,,,,,0.0482,,0.3944,,,,,,,,,,,112.3225152,-34.1,115.1,16.52499962,1147,,,,,,,,,,,,,,,,,,,,
188,,,Margaret River_petiole_width_only,Fabaceae sp. #2,Fabales,Fabaceae,,,,,0.164,,4.8576,,,,,,,,,,,119.4828722,-34.1,115.1,16.52499962,1147,,,,,,,,,,,,,,,,,,,,
189,,,Margaret River_petiole_width_only,Fabaceae sp. #3,Fabales,Fabaceae,,,,,0.1568,,6.6236,,,,,,,,,,,125.9435956,-34.1,115.1,16.52499962,1147,,,,,,,,,,,,,,,,,,,,
190,,,Margaret River_petiole_width_only,Fabaceae sp. #4,Fabales,Fabaceae,,,,,0.0452,,0.320466667,,,,,,,,,,,191.5955898,-34.1,115.1,16.52499962,1147,,,,,,,,,,,,,,,,,,,,
191,,,Margaret River_petiole_width_only,Fabaceae sp. #5,Fabales,Fabaceae,,,,,0.0742,,2.0266,,,,,,,,,,,114.9708872,-34.1,115.1,16.52499962,1147,,,,,,,,,,,,,,,,,,,,
192,,,Margaret River_petiole_width_only,Gastrolobium sp.,Fabales,Fabaceae,Gastrolobium,,,,0.1285,,0.9755,,,,,,,,,,,142.2860072,-34.1,115.1,16.52499962,1147,,,,,,,,,,,,,,,,,,,,
193,,,Margaret River_petiole_width_only,Grevillea quercifolia,Proteales,Proteaceae,Grevillea,quercifolia,,,0.1152,,18.3482,,,,,,,,,,,108.6101089,-34.1,115.1,16.52499962,1147,,,,,,,,,,,,,,,,,,,,
194,,,Margaret River_petiole_width_only,Persoonia sp.,Proteales,Proteaceae,Persoonia,,,,0.1452,,6.2776,,,,,,,,,,,174.493437,-34.1,115.1,16.52499962,1147,,,,,,,,,,,,,,,,,,,,
195,,,Margaret River_petiole_width_only,unknown sp. #1,,,,,,,0.0856,,0.394266667,,,,,,,,,,,311.9715928,-34.1,115.1,16.52499962,1147,,,,,,,,,,,,,,,,,,,,
196,,,Margaret River_petiole_width_only,unknown sp. #2,,,,,,,0.079666667,,0.375,,,,,,,,,,,310.9333333,-34.1,115.1,16.52499962,1147,,,,,,,,,,,,,,,,,,,,
197,,,Margaret River_petiole_width_only,Xylomelum occidentalis,Proteales,Proteaceae,Xylomelum,occidentalis,,,0.216,,29.25133333,,,,,,,,,,,271.7084122,-34.1,115.1,16.52499962,1147,,,,,,,,,,,,,,,,,,,,
198,,,"Mt. Read, Tasmania_petiole_width_only",Agastachys odorata,Proteales,Proteaceae,Agastachys,odorata,,,0.234,,4.7376,,,,,,,,,,,305.2600473,-41.8,145.6,8.220832825,2634,,,,,,,,,,,,,,,,,,,,
199,,,"Mt. Read, Tasmania_petiole_width_only",Anodopetalum biglandulosum,Oxalidales,Cunoniaceae,Anodopetalum,biglandulosum,,,0.0912,,1.5868,,,,,,,,,,,188.8076632,-41.8,145.6,8.220832825,2634,,,,,,,,,,,,,,,,,,,,
200,,,"Mt. Read, Tasmania_petiole_width_only",Archeria serpyllifolia,Ericales,Ericaceae,Archeria,serpyllifolia,,,0.0966,,0.1194,,,,,,,,,,,227.8056951,-41.8,145.6,8.220832825,2634,,,,,,,,,,,,,,,,,,,,
201,,,"Mt. Read, Tasmania_petiole_width_only",Bellendena montana,Proteales,Proteaceae,Bellendena,montana,,,0.111,,1.1746,,,,,,,,,,,219.1384301,-41.8,145.6,8.220832825,2634,,,,,,,,,,,,,,,,,,,,
202,,,"Mt. Read, Tasmania_petiole_width_only",Cenarrhenes nitida,Proteales,Proteaceae,Cenarrhenes,nitida,,,0.2306,,7.7498,,,,,,,,,,,336.1377068,-41.8,145.6,8.220832825,2634,,,,,,,,,,,,,,,,,,,,
203,,,"Mt. Read, Tasmania_petiole_width_only",Eucryphia lucida,Oxalidales,Cunoniaceae,Eucryphia,lucida,,,0.1222,,2.3808,,,,,,,,,,,180.9475806,-41.8,145.6,8.220832825,2634,,,,,,,,,,,,,,,,,,,,
204,,,"Mt. Read, Tasmania_petiole_width_only",Gaultheria hispida,Ericales,Ericaceae,Gaultheria,hispida,,,0.1398,,2.6268,,,,,,,,,,,186.0819248,-41.8,145.6,8.220832825,2634,,,,,,,,,,,,,,,,,,,,
205,,,"Mt. Read, Tasmania_petiole_width_only",Leptecophylla juniperina,Ericales,Ericaceae,Leptecophylla,juniperina,,,0.0748,,0.1186,,,,,,,,,,,168.6340641,-41.8,145.6,8.220832825,2634,,,,,,,,,,,,,,,,,,,,
